Cluster ID,confidence_score,Start,End,Lobbyist,Client,Industry,ClientAddress,canonical_ClientAddress,canonical_End,canonical_Start,canonical_Industry,canonical_Lobbyist,canonical_Client
11,0.891562670469,2014-12-23,2015-12-23,Richard Suttle,"The NRP Group, LLC",Real Estate Investment,"5309 Transportation Blvd.
Cleveland, Ohio 44125
(41.41561220800003, -81.61600761499994)","b'5309 transportation blvd. cleveland, ohio 44125 (41.416949, -81.616142)'",b'2016-01-06',b'2014-01-07',b'real estate investment',b'lynn carley',"b'the nrp group, llc'"
215,0.879733668906,2014-12-23,2015-12-23,Richard Suttle,The Charter School Fund,Public School,"855 Broad Street #300
Boise, Ohio 83702
(43.62741569700006, -116.20628692399998)","b'855 broad street #300 boise, ohio 83702 (43.613616, -116.206248)'",b'2016-01-06',b'2014-01-07',b'public school',b'lynn carley',b'the charter school fund'
825,0.911569317182,2014-01-03,2015-01-03,Rick Triplett,"Warshaw, Larry",Property Owner,"1000 East Eight Street
Austin, Texas 78702
(30.266837271000043, -97.73121098699994)","b'1000 east eight street austin, texas 78702'",b'2014-01-03',b'2013-01-03',b'property owner',b'wm. bray',"b'warshaw, larry'"
196,0.890684885638,2014-12-23,2015-12-23,Richard Suttle,"Rice, Robert",Real Estate Investment,"54 Rainey Street #1004
Austin, Texas 78701
(30.25735168700004, -97.73931959399994)","b'54 rainey street #1004 austin, texas 78701 (30.257341, -97.73931)'",b'2016-01-06',b'2014-01-07',b'real estate investment',b'lynn carley',"b'rice, robert'"
148,0.848400461674,2015-01-06,2016-01-06,Lynn Carley,"Slover, Christopher",Private Property Owner,"2011 Rutland Drive
Austin, Texas 78758
(30.380075462000036, -97.71485319499999)","b'2011 rutland drive austin, texas 78758 (30.379856, -97.714301)'",b'2016-01-06',b'2016-01-07',b'private property owner',b'lynn carley',"b'slover, christopher'"
746,0.884375650149,2014-04-25,2015-04-25,Nikelle Meade,HomeAway Inc.,Vacation Rental Service,"1011 West 5th Street
Austin, Texas 78703
(30.27054416200008, -97.75524067199996)","b'1011 west 5th street austin, texas 78703 (30.270588, -97.755336)'",b'2016-04-23',b'2015-06-27',b'vacation rental service',b'leonard smith',b'homeaway inc.'
331,0.897610992193,2014-06-27,2015-06-27,Alexandra Jashinsky,Peter Gilcrease,Property Owner,"4002 Duval, Apt A
Austin, Texas 78751
(30.30155667400004, -97.72806640999994)","b'4002 duval, apt a austin, texas 78751 (30.30155667400004, -97.72806640999994)'",b'2015-04-25',b'2014-04-25',b'property owner',b'nikelle meade',b'peter gilcrease'
234,0.906736046076,2014-06-27,2015-06-27,Alexandra Jashinsky,Steve Greenberg,Retail Sales,"1522 South Congress
Austin, Texas 78704
(30.248090798000078, -97.75026972799998)","b'1522 south congress austin, texas 78704 (30.248090798000078, -97.75026972799998)'",b'2015-04-25',b'2014-04-25',b'retail sales',b'nikelle meade',b'steve greenberg'
524,0.922277361155,2014-06-27,2015-06-27,Alexandra Jashinsky,The Greystone Group,Developer,"3 San Joaquin Plaza, Suite 350
Newport Beach, California 92660
(33.62200395200006, -117.87614996199994)","b'3 san joaquin plaza, suite 350 newport beach, california 92660 (33.62200395200006, -117.87614996199994)'",b'2015-04-25',b'2014-04-25',b'developer',b'nikelle meade',b'the greystone group'
199,0.768222427368,2014-06-27,2015-06-27,Alexandra Jashinsky,"Greystone Multifamily Builders, Inc.",Developer,"4 San Joaquin Plaza, Suite 350
Newport Beach, California 92660
(33.62201315400006, -117.87621381999998)","b'4 san joaquin plaza, suite 350 newport beach, california 92660 (33.62201315400006, -117.87621381999998)'",b'2015-04-25',b'2014-04-25',b'developer',b'nikelle meade',"b'greystone multifamily builders, inc.'"
199,0.768222427368,2014-06-27,2015-06-27,Alexandra Jashinsky,"Greystone Steiner Associates, LLC",Developer,"4 San Joaquin Plaza, Suite 350
Newport Beach, California 92660
(33.62201315400006, -117.87621381999998)","b'4 san joaquin plaza, suite 350 newport beach, california 92660 (33.62201315400006, -117.87621381999998)'",b'2015-04-25',b'2014-04-25',b'developer',b'nikelle meade',"b'greystone multifamily builders, inc.'"
338,0.911108136177,2011-05-10,2012-05-09,Elise Wood,"Credit Suisse Asset Management, LLC",Banking/Finance,"One Madison Avenue
New York, New York 10010
(40.740956588000074, -73.98795466699994)","b'one madison avenue new york, new york 10010'",b'2012-05-09',b'2011-05-10',b'banking/finance',b'elise wood',"b'credit suisse asset management, llc'"
736,0.879672236741,2014-04-25,2015-04-25,Nikelle Meade,"Howard & Howard Attorneys, PLLC",Auto Salvage,"1000 Dalton Lane
Austin, Texas 78742
(30.229982689000053, -97.67096969399995)","b'1000 dalton lane austin, texas 78742 (30.229956, -97.670983)'",b'2016-04-23',b'2015-06-27',b'auto salvage',b'nikelle meade',"b'howard & howard attorneys, pllc'"
429,0.905482068658,2013-07-01,2014-07-01,Philip Haag,River Place Municipal Utility District c/o Steven Trent Environmental ,Municipal Utility District,"14050 Summit, Suite 113
Austin, Texas 78728
(30.438823398000068, -97.69169117799999)","b'14050 summit, suite 113 austin, texas 78728'",b'2014-07-01',b'2013-07-01',b'municipal utility district',b'philip haag',b'river place municipal utility district c/o steven trent environmental'
658,0.942312300205,2014-08-20,2015-08-20,Evangelina Munoz,A T & T,"Network deployment, development, zoning and signage issues","816 Congress Avenue, Suite 1100
Austin, Texas 78701
(30.270450827000047, -97.74195025399996)","b'816 congress avenue, suite 1100 austin, texas 78701 (30.270450827000047, -97.74195025399996)'",b'2015-08-20',b'2014-08-20',"b'network deployment, development, zoning and signage issues'","b'derlis ""trey salinas iii'",b'a t & t'
358,0.90173459053,2014-06-27,2015-06-27,Alexandra Jashinsky,"Grubb & Ellis Realty Investors, LLC ",Real Property Owner,"4 Hutton Centre, Suite 700
S. Coast Metro, California 92707
(33.69822420200006, -117.86292246499994)","b'4 hutton centre, suite 700 s. coast metro, california 92707'",b'2016-06-26',b'2015-06-27',b'real property owner',b'nikelle meade',"b'grubb & ellis reality investors, llc'"
497,0.902967333794,2014-06-27,2015-06-27,Alexandra Jashinsky,Heritage Neighborgood Association,Neighborhood Association,"700 W. 32nd Street
Austin, Texas 78705
(30.299995332000037, -97.74228787199996)","b'700 w. 32nd street austin, texas 78705 (30.299995332000037, -97.74228787199996)'",b'2015-04-25',b'2014-04-25',b'neighborhood association',b'nikelle meade',b'heritage neighborgood association'
228,0.905257565635,2014-06-27,2015-06-27,Alexandra Jashinsky,"Highland Park West, Limited ",Neighborhood Association,"3301 Hancock Drive, Suite 6
Austin, Texas 78731
(30.33226498500005, -97.75879315699996)","b'3301 hancock drive, suite 6 austin, texas 78731 (30.33226498500005, -97.75879315699996)'",b'2012-08-16',b'2011-08-17',b'neighborhood association',b'travis phillips',"b'highland park west, limited'"
355,0.942312,2014-06-27,2015-06-27,Alexandra Jashinsky,Navid Hoomanrad,Property Owner,"1712 Karen Avenue
Austin, Texas 78757
(30.338486154000066, -97.73315834399995)","b'1712 karen avenue austin, texas 78757 (30.338486154000066, -97.73315834399995)'",b'2015-06-27',b'2014-06-27',b'property owner',b'alexandra jashinsky',b'navid hoomanrad'
746,0.884375650149,2014-06-27,2015-06-27,Alexandra Jashinsky,HomeAway Inc.,Vacation Rental Service,"1011 West 5th Street
Austin, Texas 78703
(30.27054416200008, -97.75524067199996)","b'1011 west 5th street austin, texas 78703 (30.270588, -97.755336)'",b'2016-04-23',b'2015-06-27',b'vacation rental service',b'leonard smith',b'homeaway inc.'
736,0.879672236741,2014-06-27,2015-06-27,Alexandra Jashinsky,"Howard & Howard Attorneys, PLLC",Auto Salvage,"1000 Dalton Lane
Austin, Texas 78742
(30.229982689000053, -97.67096969399995)","b'1000 dalton lane austin, texas 78742 (30.229956, -97.670983)'",b'2016-04-23',b'2015-06-27',b'auto salvage',b'nikelle meade',"b'howard & howard attorneys, pllc'"
735,0.881262843425,2014-06-27,2015-06-27,Alexandra Jashinsky,Insurance Auto Auctions,Auto Salvage,"1000 Dalton Lane
Austin, Texas 78742
(30.229982689000053, -97.67096969399995)","b'1000 dalton lane austin, texas 78742 (30.229956, -97.670983)'",b'2016-06-26',b'2015-06-27',b'auto salvage',b'nikelle meade',b'insurance auto auctions'
363,0.909629255533,2014-06-27,2015-06-27,Alexandra Jashinsky,James Jard,Property Owner,"4204 Rivercrest
Austin, Texas 78746
(30.34413579200003, -97.81091662499995)","b'4204 rivercrest austin, texas 78746 (30.34413579200003, -97.81091662499995)'",b'2015-04-25',b'2014-04-25',b'property owner',b'nikelle meade',b'james jard'
498,0.919044800103,2014-06-27,2015-06-27,Alexandra Jashinsky,"Jeremiah Venture, LP",Developer,"PO Box 160340
Austin, Texas 78716
(30.273063018000073, -97.79850601299995)","b'po box 160340 austin, texas 78716'",b'2016-04-23',b'2015-06-27',b'developer',b'nikelle meade',"b'jeremiah venture, lp'"
504,0.882401831448,2014-06-27,2015-06-27,Alexandra Jashinsky,"JLB Realty, LLC",Developer,"909 Lake Carolyn Pkwy, Suite 960
Irving, Texas 75039
(32.86891768800007, -96.93366019099994)","b'909 lake carolyn pkwy, suite 960 irving, texas 75039 (32.869622, -96.934681)'",b'2016-04-23',b'2015-06-27',b'developer',b'nikelle meade',"b'jlb realty, llc'"
375,0.887566760182,2014-06-27,2015-06-27,Alexandra Jashinsky,"Kailey Development Partners, LP",Property Owner,"2314 Rutland, Ste 225
Austin, Texas 78758
(30.382196813000064, -97.72044060899998)","b'2314 rutland, ste 225 austin, texas 78758 (30.381968, -97.71944)'",b'2016-04-23',b'2015-06-27',b'property owner',b'nikelle meade',"b'kailey development partners, lp'"
843,0.882271409035,2012-01-19,2013-01-18,"Theodore Wickersham, Jr.",Solar Austin Foundation,Business Association,"1303 San Antonio Street
Austin, Texas 78701
(30.27662014400005, -97.74461087199995)","b'1303 san antonio street austin, texas 78701 (30.276626, -97.744644)'",b'2013-01-18',b'2012-01-19',b'business association',"b'theodore wickersham, jr.'",b'solar austin foundation'
447,0.884436279535,2014-06-09,2015-06-09,Mary Nabers,"Cisco Systems, Inc.",Technology,"2350 Kerner Blvd., Ste 250
San Rafael, California 94901
(37.94720578000005, -122.48866447699999)","b'2350 kerner blvd., ste 250 san rafael, california 94901 (37.947381, -122.488915)'",b'2016-06-12',b'2015-06-13',b'technology',b'mary nabers',"b'cisco systems, inc.'"
735,0.881262843425,2014-04-25,2015-04-25,Nikelle Meade,Insurance Auto Auctions,Auto Salvage,"1000 Dalton Lane
Austin, Texas 78742
(30.229982689000053, -97.67096969399995)","b'1000 dalton lane austin, texas 78742 (30.229956, -97.670983)'",b'2016-06-26',b'2015-06-27',b'auto salvage',b'nikelle meade',b'insurance auto auctions'
703,0.861243,2011-10-21,2012-10-20,Jack Kirfman,Austin AFL CIO,Union/Political,"1105 Lavaca Street
Austin, Texas 78701
(30.273634689000062, -97.74335261799996)","b'1105 lavaca street austin, texas 78701 (30.273645403000444, -97.74339239499966)'",b'2012-10-20',b'2011-10-21',b'union/political',b'jack kirfman',b'austin afl cio'
498,0.919044800103,2014-04-25,2015-04-25,Nikelle Meade,"Jeremiah Venture, LP",Developer,"PO Box 160340
Austin, Texas 78716
(30.273063018000073, -97.79850601299995)","b'po box 160340 austin, texas 78716'",b'2016-04-23',b'2015-06-27',b'developer',b'nikelle meade',"b'jeremiah venture, lp'"
504,0.882401831448,2014-04-25,2015-04-25,Nikelle Meade,"JLB Realty, LLC",Developer,"909 Lake Carolyn Pkwy, Suite 960
Irving, Texas 75039
(32.86891768800007, -96.93366019099994)","b'909 lake carolyn pkwy, suite 960 irving, texas 75039 (32.869622, -96.934681)'",b'2016-04-23',b'2015-06-27',b'developer',b'nikelle meade',"b'jlb realty, llc'"
309,0.886179731952,2013-08-09,2014-08-09,Josh Fritzsche,Dropbox Inc.,Technology/Secure Data Storage,"185 Berry Street
San Francisco, California 94107
(37.77588682500004, -122.39315068499997)","b'185 berry street san francisco, california 94107 (37.775958, -122.393125)'",b'2014-08-29',b'2013-08-29',b'technology/secure data storage',b'bustamante christine',b'dropbox inc.'
506,0.894052602351,2014-06-27,2015-06-27,Alexandra Jashinsky,"LDG Norwood, L.P.",Property Owner,"502 E. Highland Mall Blvd., Suite 106B
Austin, Texas 78752
(30.328043024000067, -97.71002282899997)","b'502 e. highland mall blvd., suite 106b austin, texas 78752 (30.328112, -97.710149)'",b'2016-04-23',b'2015-06-27',b'property owner',b'nikelle meade',"b'ldg norwood, l.p.'"
232,0.911153882742,2014-06-27,2015-06-27,Alexandra Jashinsky,"Joseph Liemandt, Andra Liemandt",Real Property Owner,"801 West 5th Street, Suite 2903
Austin, Texas 78703
(30.26939303200004, -97.75133558899995)","b'801 west 5th street, suite 2903 austin, texas 78703 (30.26939303200004, -97.75133558899995)'",b'2015-04-25',b'2014-04-25',b'real property owner',b'nikelle meade',"b'joseph liemandt, andra liemandt'"
720,0.885053873062,2014-06-27,2015-06-27,Alexandra Jashinsky,"Lippincott Capital, Ltd.",Property Owner,"2322 Townes Lane
Austin, Texas 78703
(30.297386566000057, -97.76420888199999)","b'2322 townes lane austin, texas 78703 (30.297389, -97.764248)'",b'2016-04-23',b'2015-06-27',b'property owner',b'nikelle meade',"b'lippincott capital, ltd.'"
837,0.916616201401,2014-06-27,2015-06-27,Alexandra Jashinsky,Lost Creek Neighborhood Assoc,Neghborhood Association,"1305 Quaker Ridge, Suite A
Austin, Texas 78746
(30.283786184000064, -97.83369377999998)","b'1305 quaker ridge, suite a austin, texas 78746'",b'2016-06-26',b'2015-06-27',b'neghborhood association',b'alexandra jashinsky',b'lost creek neighborhood assoc'
289,0.88257514579,2014-06-27,2015-06-27,Alexandra Jashinsky,McAdams Enterprises LLC,Property Owner,"4511 Avenue D
Austin, Texas 78751
(30.30981392600006, -97.72883498199997)","b'4511 avenue d austin, texas 78751 (30.309764, -97.728899)'",b'2016-06-26',b'2015-06-27',b'property owner',b'alexandra jashinsky',b'mcadams enterprises llc'
494,0.924525350332,2014-06-27,2015-06-27,Alexandra Jashinsky,David McMahan,Individual,"4 SanJoaquin Plaza, Suite 350
Newport Beach, California 92660
(33.62201315400006, -117.87621381999998)","b'4 sanjoaquin plaza, suite 350 newport beach, california 92660 (33.62201315400006, -117.87621381999998)'",b'2015-04-25',b'2014-04-25',b'individual',b'nikelle meade',b'david mcmahan'
506,0.894052602351,2014-04-25,2015-04-25,Nikelle Meade,"LDG Norwood, L.P.",Property Owner,"502 E. Highland Mall Blvd., Suite 106B
Austin, Texas 78752
(30.328043024000067, -97.71002282899997)","b'502 e. highland mall blvd., suite 106b austin, texas 78752 (30.328112, -97.710149)'",b'2016-04-23',b'2015-06-27',b'property owner',b'nikelle meade',"b'ldg norwood, l.p.'"
846,0.906629532576,2014-06-27,2015-06-27,Alexandra Jashinsky,Stephen Melchiode,Individual,"1316 Norwalk Lane
Austin, Texas 78703
(30.289176559000055, -97.77207666199996)","b'1316 norwalk lane austin, texas 78703 (30.289176559000055, -97.77207666199996)'",b'2015-04-25',b'2014-04-25',b'individual',b'nikelle meade',b'stephen melchiode'
430,0.890957012773,2014-06-27,2015-06-27,Alexandra Jashinsky,Mill Creek Residential Trust,Developer,"2001 Bryan Street, Suite 3275
Dallas, Texas 75201
(32.78511345700008, -96.79622878099997)","b'2001 bryan street, suite 3275 dallas, texas 75201 (32.785047, -96.79613)'",b'2016-04-23',b'2015-06-27',b'developer',b'nikelle meade',b'mill creek residential trust'
232,0.911153882742,2014-04-25,2015-04-25,Nikelle Meade,"Joseph Liemandt, Andra Liemandt",Real Property Owner,"801 West 5th Street, Suite 2903
Austin, Texas 78703
(30.26939303200004, -97.75133558899995)","b'801 west 5th street, suite 2903 austin, texas 78703 (30.26939303200004, -97.75133558899995)'",b'2015-04-25',b'2014-04-25',b'real property owner',b'nikelle meade',"b'joseph liemandt, andra liemandt'"
507,0.902967333794,2014-06-27,2015-06-27,Alexandra Jashinsky,Sohil Momin,Property Owner,"2201 Real Catorice
Austin, Texas 78746
(30.267608147000033, -97.81917848599994)","b'2201 real catorice austin, texas 78746 (30.267608147000033, -97.81917848599994)'",b'2015-04-25',b'2014-04-25',b'property owner',b'nikelle meade',b'sohil momin'
508,0.907868981361,2014-06-27,2015-06-27,Alexandra Jashinsky,Lampros Moumouris,Individual,"8315 Lime Creek Rd
Leander, Texas 78641
(30.455545312000027, -97.91497573899994)","b'8315 lime creek rd leander, texas 78641 (30.455545312000027, -97.91497573899994)'",b'2015-04-25',b'2014-04-25',b'individual',b'nikelle meade',b'lampros moumouris'
158,0.919055530658,2014-06-27,2015-06-27,Alexandra Jashinsky,MTG Management,Commerical Real Property Management,"PO Box 6110
Austin, Texas 78761
(30.333402110000065, -97.69892717699997)","b'po box 6110 austin, texas 78761'",b'2016-06-26',b'2015-06-27',b'commerical real property management',b'nikelle meade',b'mtg management'
529,0.867059218032,2014-06-27,2015-06-27,Alexandra Jashinsky,The NRP Group,Developer,"200 Concord Plaza, Suite 900
San Antonio, Texas 78216
(29.504269523000062, -98.48163599199995)","b'200 concord plaza, suite 900 san antonio, texas 78216 (29.484703, -98.548949)'",b'2016-06-26',b'2015-06-27',b'developer',b'nikelle meade',b'the nrp group'
764,0.90541186241,2014-06-27,2015-06-27,Alexandra Jashinsky,"Oxford Alliance Investments, LP",Land Development Company,"2700 Via Fortuna, Building II, Suite 100
Austin, Texas 78746
(30.252854331000037, -97.80036863699996)","b'2700 via fortuna, building ii, suite 100 austin, texas 78746'",b'2016-06-26',b'2015-06-27',b'land development company',b'nikelle meade',"b'oxford alliance investments, lp'"
846,0.906629532576,2014-04-25,2015-04-25,Nikelle Meade,Stephen Melchiode,Individual,"1316 Norwalk Lane
Austin, Texas 78703
(30.289176559000055, -97.77207666199996)","b'1316 norwalk lane austin, texas 78703 (30.289176559000055, -97.77207666199996)'",b'2015-04-25',b'2014-04-25',b'individual',b'nikelle meade',b'stephen melchiode'
430,0.890957012773,2014-04-25,2015-04-25,Nikelle Meade,Mill Creek Residential Trust,Developer,"2001 Bryan Street, Suite 3275
Dallas, Texas 75201
(32.78511345700008, -96.79622878099997)","b'2001 bryan street, suite 3275 dallas, texas 75201 (32.785047, -96.79613)'",b'2016-04-23',b'2015-06-27',b'developer',b'nikelle meade',b'mill creek residential trust'
396,0.898806301447,2014-06-27,2015-06-27,Alexandra Jashinsky,Pacifica Host Hotels ,Hotel,"1775 Hancock Street, Suite 110
San Diego, California 92110
(32.74242487300006, -117.18427111099999)","b'1775 hancock street, suite 110 san diego, california 92110 (32.742363, -117.184102)'",b'2016-06-26',b'2015-06-27',b'hotel',b'nikelle meade',b'pacifica host hotels'
507,0.902967333794,2014-04-25,2015-04-25,Nikelle Meade,Sohil Momin,Property Owner,"2201 Real Catorice
Austin, Texas 78746
(30.267608147000033, -97.81917848599994)","b'2201 real catorice austin, texas 78746 (30.267608147000033, -97.81917848599994)'",b'2015-04-25',b'2014-04-25',b'property owner',b'nikelle meade',b'sohil momin'
399,0.89584173606,2014-06-27,2015-06-27,Alexandra Jashinsky,Prevarian Hospital Partners ,Property Owner,"5949 Sherry Lane, Suite 835
Dallas, Texas 75225
(32.86232786100004, -96.81009994999994)","b'5949 sherry lane, suite 835 dallas, texas 75225 (32.862324, -96.810102)'",b'2016-06-26',b'2015-06-27',b'property owner',b'nikelle meade',b'prevarian hospital partners'
508,0.907868981361,2014-04-25,2015-04-25,Nikelle Meade,Lampros Moumouris,Individual,"8315 Lime Creek Rd
Leander, Texas 78641
(30.455545312000027, -97.91497573899994)","b'8315 lime creek rd leander, texas 78641 (30.455545312000027, -97.91497573899994)'",b'2015-04-25',b'2014-04-25',b'individual',b'nikelle meade',b'lampros moumouris'
158,0.919055530658,2014-04-25,2015-04-25,Nikelle Meade,MTG Management,Commerical Real Property Management,"PO Box 6110
Austin, Texas 78761
(30.333402110000065, -97.69892717699997)","b'po box 6110 austin, texas 78761'",b'2016-06-26',b'2015-06-27',b'commerical real property management',b'nikelle meade',b'mtg management'
905,0.928302526474,2014-06-27,2015-06-27,Alexandra Jashinsky,"Radec Management, Incorporated",Property Management,"P. O. Box 29837
Austin, Texas 78735
(30.25409272400003, -97.86540606199998)","b'p. o. box 29837 austin, texas 78735'",b'2016-06-26',b'2015-06-27',b'property management',b'nikelle meade',"b'radec management, incorporated'"
655,0.832289216193,2014-06-27,2015-06-27,Alexandra Jashinsky,"Reagan National Advertising, Incorporated",Outdoor Advertising,"7301 Burleson Road
Austin, Texas 78744
(30.194858835000048, -97.70170911599996)","b'7301 burleson road austin, texas 78744 (30.19485, -97.70165)'",b'2016-09-28',b'2015-06-27',b'outdoor advertising',b'nikelle meade',"b'reagan national advertising, incorporated'"
298,0.918518126011,2014-06-27,2015-06-27,Alexandra Jashinsky,Cary & Cynthia Reynolds,Property Owner,"1709 Blurbonnet Lane
Austin, Texas 78704
(30.242782675000058, -97.76555783599997)","b'1709 blurbonnet lane austin, texas 78704 (30.242782675000058, -97.76555783599997)'",b'2015-04-25',b'2014-04-25',b'property owner',b'nikelle meade',b'cary & cynthia reynolds'
163,0.869405120611,2014-06-27,2015-06-27,Alexandra Jashinsky,Riverside Resources,Property Owner/Developer,"100 Congress Avenue, Suite 780
Austin, Texas 78701
(30.26396002300004, -97.74435045699994)","b'100 congress avenue, suite 780 austin, texas 78701 (30.263622, -97.744452)'",b'2014-01-03',b'2013-01-03',b'property owner/developer',b'wm. bray',b'riverside resources'
512,0.865923911333,2014-06-27,2015-06-27,Alexandra Jashinsky,"Sandstone Ventures, LLC",Developer,"148 Cibolo Ridge Trail
Boerne, Texas 78015
(29.772607469000036, -98.66346919899996)","b'148 cibolo ridge trail boerne, texas 78015 (29.773542, -98.664051)'",b'2016-04-23',b'2015-06-27',b'developer',b'nikelle meade',"b'sandstone ventures, llc'"
960,0.902583748102,2014-06-27,2015-06-27,Alexandra Jashinsky,Kevin Tarr,Property Owner,"7817 Oteka Cove
Austin, Texas 78735
(30.249508105000075, -97.87908331299997)","b'7817 oteka cove austin, texas 78735 (30.249508105000075, -97.87908331299997)'",b'2015-04-25',b'2014-04-25',b'property owner',b'nikelle meade',b'kevin tarr'
346,0.91613048315,2014-06-27,2015-06-27,Alexandra Jashinsky,Taylor Woodrow Communities/Steiner Ranch,Developer,"11200 Lakeline Blvd., Ste 150-A
Austin, Texas 78717
(30.480107351000072, -97.79748447599997)","b'11200 lakeline blvd., ste 150-a austin, texas 78717 (30.480107351000072, -97.79748447599997)'",b'2015-04-25',b'2014-04-25',b'developer',b'nikelle meade',b'taylor woodrow communities/steiner ranch'
292,0.897380173206,2014-07-18,2015-07-18,Pamela Madere,"Coats, Rose, Yale, Ryman and Lee, P.C. ",Practice of Law,"Barton Oaks Plaza, 901 S MoPac, Bld 1, Suite 500
Austin, Texas 78746
(30.29117300100006, -97.80951625699998)","b'barton oaks plaza, 901 s mopac, bld 1, suite 500 austin, texas 78746 (30.290922797000462, -97.80955970699966)'",b'2014-07-18',b'2013-07-18',b'practice of law',b'john joseph',"b'coats, rose, yale, ryman and lee, p.c.'"
542,0.870042830706,2012-04-17,2013-04-17,"Tom ""Smitty Smith",Public Citizen,Non-Profit,"1303 San Antonio
Austin, Texas 78701
(30.27662014400005, -97.74461087199995)","b'1303 san antonio austin, texas 78701 (30.276329, -97.744756)'",b'2013-04-17',b'2012-04-17',b'non-profit',"b'tom ""smitty smith'",b'public citizen'
493,0.884931355715,2014-09-02,2015-09-02,Carlos Lopez,HNTB Corporation,"Architecture, engineering and planning services","2350 Kerner Blvd., Ste 250
San Rafael, California
(37.94720578000005, -122.48866447699999)","b'2350 kerner blvd., ste 250 san rafael, california (37.94720578000005, -122.48866447699999)'",b'2014-09-03',b'2013-09-03',"b'architecture, engineering and planning services'",b'carlos lopez',b'hntb corporation'
764,0.90541186241,2014-04-25,2015-04-25,Nikelle Meade,"Oxford Alliance Investments, LP",Land Development Company,"2700 Via Fortuna, Building II, Suite 100
Austin, Texas 78746
(30.252854331000037, -97.80036863699996)","b'2700 via fortuna, building ii, suite 100 austin, texas 78746'",b'2016-06-26',b'2015-06-27',b'land development company',b'nikelle meade',"b'oxford alliance investments, lp'"
731,0.874152822154,2014-06-27,2015-06-27,Alexandra Jashinsky,Telvending Corp,Developer,"1617 Watchill Road
Austin, Texas 78703
(30.288785935000078, -97.75863414199995)","b'1617 watchill road austin, texas 78703 (30.28882, -97.758568)'",b'2016-06-26',b'2015-06-27',b'developer',b'alexandra jashinsky',b'telvending corp'
383,0.893449911704,2014-06-27,2015-06-27,Alexandra Jashinsky,Texas Capital Bank,Banking Association,"114 West 7th Street, Suite 300
Austin, Texas 78701
(30.26927780400007, -97.74340328099998)","b'114 west 7th street, suite 300 austin, texas 78701 (30.269243, -97.743375)'",b'2016-06-26',b'2015-06-27',b'banking association',b'nikelle meade',b'texas capital bank'
399,0.89584173606,2014-04-25,2015-04-25,Nikelle Meade,Prevarian Hospital Partners ,Property Owner,"5949 Sherry Lane, Suite 835
Dallas, Texas 75225
(32.86232786100004, -96.81009994999994)","b'5949 sherry lane, suite 835 dallas, texas 75225 (32.862324, -96.810102)'",b'2016-06-26',b'2015-06-27',b'property owner',b'nikelle meade',b'prevarian hospital partners'
738,0.887175351381,2014-06-27,2015-06-27,Alexandra Jashinsky,The Park at Travis Country COA c/o Allegience Assoc Management,Condo Propert Owners,"115 Wild Basin Road, Ste 308
Austin, Texas 78746
(30.305492869000034, -97.82603456199996)","b'115 wild basin road, ste 308 austin, texas 78746 (30.30546, -97.82576)'",b'2016-04-23',b'2015-06-27',b'condo propert owners',b'nikelle meade',b'the park at travis country coa c/o allegience assoc management'
510,0.848663,2014-04-25,2015-04-25,Nikelle Meade,"Plaza Lofts, L.P.",Real Estate,"311 W 5th Street
Austin, Texas 78701
(30.268024121000053, -97.74641995499996)","b'311 w 5th street austin, texas 78701 (30.268033572000434, -97.74642789599966)'",b'2015-04-25',b'2014-04-25',b'real estate',b'nikelle meade',"b'plaza lofts, l.p.'"
905,0.928302526474,2014-04-25,2015-04-25,Nikelle Meade,"Radec Management, Incorporated",Property Management,"P. O. Box 29837
Austin, Texas 78735
(30.25409272400003, -97.86540606199998)","b'p. o. box 29837 austin, texas 78735'",b'2016-06-26',b'2015-06-27',b'property management',b'nikelle meade',"b'radec management, incorporated'"
655,0.832289216193,2014-04-25,2015-04-25,Nikelle Meade,"Reagan National Advertising, Incorporated",Outdoor Advertising,"7301 Burleson Road
Austin, Texas 78744
(30.194858835000048, -97.70170911599996)","b'7301 burleson road austin, texas 78744 (30.19485, -97.70165)'",b'2016-09-28',b'2015-06-27',b'outdoor advertising',b'nikelle meade',"b'reagan national advertising, incorporated'"
163,0.792532467073,2014-04-25,2015-04-25,Nikelle Meade,Riverside Resources Corporation,Real Estate,"100 Congress Avenue, Suite1540
Austin, Texas 78701
(30.26396002300004, -97.74435045699994)","b'100 congress avenue, suite 780 austin, texas 78701 (30.263622, -97.744452)'",b'2014-01-03',b'2013-01-03',b'property owner/developer',b'wm. bray',b'riverside resources'
532,0.91407713294,2014-06-27,2015-06-27,Alexandra Jashinsky,Stuart Thomajan,Property Owner,"2901 Westlake Cove
Austin, Texas 78746
(30.310932791000027, -97.77954229599999)","b'2901 westlake cove austin, texas 78746 (30.310932791000027, -97.77954229599999)'",b'2015-04-25',b'2014-04-25',b'property owner',b'nikelle meade',b'stuart thomajan'
531,0.934878494058,2014-06-27,2015-06-27,Alexandra Jashinsky,"Travis Hotel Group, LLC",Developer,"2711 N. Haskell, 28th Fl
Dallas, Texas 75204
(32.80674754800003, -96.79225917099996)","b'2711 n. haskell, 28th fl dallas, texas 75204'",b'2016-06-26',b'2015-06-27',b'developer',b'alexandra jashinsky',"b'travis hotel group, llc'"
