CLIENT_ID,REPORT_ID,REGISTRANT_ID,CLIENTENTITY_CD,CLIENT_TITLE,CLIENT_FIRST_NAME,CLIENT_MI,CLIENT_LAST_NAME,CLIENT_SUFFIX,CLIENT_ADR1,CLIENT_ADR2,CLIENT_CITY,CLIENT_STATE,CLIENT_ZIP,BUSINESS_DESC,COMP_CATEGORY,COMP_EXACT_AMOUNT,COMP_COMMENT,Row_ID
C0081,R20170901095457,RG0052,Entity,,,,"Terrace at Walnut Creek, Ltd.",,700 Lavaca,Suite 1560,Austin,TX,78701,Developer,,,,R20170901095457-C0081
C0082,R20170901095457,RG0052,Entity,,,,The Parke at Travis Country COA,,"c/o Alliance Association Mgmt., 115 Wild Basin Road",Suite 308,Austin,TX,78746,Condominium Owners Association,,,,R20170901095457-C0082
C0083,R20170901095457,RG0052,Entity,,,,"Travis Hotel Group, LLC",,2711 N. Haskell,28th Floor,Dallas,TX,75204,Developer,,,,R20170901095457-C0083
C0084,R20170901095457,RG0052,Entity,,,,"Trilogy Enterprises, Inc.",,6011 W. Courtyard Drive,,Austin,TX,78730,Property Owner,,,,R20170901095457-C0084
C0085,R20170901095457,RG0052,Entity,,,,"TWC-1626, LLC",,901 S. MoPac Expressway,"Building 1, Suite 160",Austin,TX,78746,Developer,,,,R20170901095457-C0085
C0086,R20170901095457,RG0052,Entity,,,,Versa Development,,4733 College Park,Suite 200,San Antonio,TX,78249,Property Owner,,,,R20170901095457-C0086
C0087,R20170901095457,RG0052,Entity,,,,Villas of Town Lake,,80 Red River Street,,Austin,TX,78701,Homeowners Association,,,,R20170901095457-C0087
C0088,R20170901095457,RG0052,Entity,,,,"Zilker Park Residences Partners, L.P.",,P.O. Box 684707,,Austin,TX,78768,Land Development Company,,,,R20170901095457-C0088
C0001,R20170901144416,RG0122,Entity,,,,"Uber Technologies, Inc.",,1455 Market Street,Suite 400,San Francisco,CA,94103,"Transportation, Technology",,,,R20170901144416-C0001
C0001,R20170901145659,RG0123,Entity,,,,Amazon Corporate LLC,,"601 New Jersey Avenue, NW",Suite 900,Washington,DC,20001,Information Technology,,,,R20170901145659-C0001
C0008,R20170901150800,RG0039,Entity,,,,Bouldin Creek Neighborhood Association,,P.O. Box 3683,,Austin,TX,78764,Neighborhood Association,,,,R20170901150800-C0008
C0009,R20170901150800,RG0039,Entity,,,,"Eskew Place, Ltd.",,1101 S. Capital of Texas Hwy,Suite A-101,Austin,TX,78746,Property Owner,,,,R20170901150800-C0009
C0010,R20170901150800,RG0039,Entity,,,,Eureka Holdings,,3001 Knox Street,Suite 400,Dallas,TX,75205,Developer,,,,R20170901150800-C0010
C0011,R20170901150800,RG0039,Entity,,,,"F. Scott Holdings, LLC",,4501 Ridge Oak Drive,,Austin,TX,78731,Property Owner,,,,R20170901150800-C0011
C0012,R20170901150800,RG0039,Entity,,,,"Forestar (USA) Real Estate Group, Inc.",,6300 Bee Cave Road,"Building Two, Suite 500",Austin,TX,78746,Developer,,,,R20170901150800-C0012
C0013,R20170901150800,RG0039,Entity,,,,"IMPACT Developers, LLC",,6000 S. Congress Avenue,Suite 101,Austin,TX,78745,Developer,,,,R20170901150800-C0013
C0014,R20170901150800,RG0039,Entity,,,,"Journeyman Austin Holdings, Inc.",,7701 N. Lamar Blvd.,Suite 100,Austin,TX,78752,Developer,,,,R20170901150800-C0014
C0015,R20170901150800,RG0039,Entity,,,,"Lippincott Capital, Ltd.",,2322 Townes Lane,,Austin,TX,78703,Property Owner,,,,R20170901150800-C0015
C0016,R20170901150800,RG0039,Entity,,,,Lost Creek Neighborhood Association,,1305 Quaker Ridge,Suite A,Austin,TX,78746,Neighborhood Association,,,,R20170901150800-C0016
C0017,R20170901150800,RG0039,Individual,,Jesse,L.,Lunsford,,3235 E. Cesar Chavez Street,,Austin,TX,78702,Property Owner,,,,R20170901150800-C0017
C0018,R20170901150800,RG0039,Individual,,Daniel,R.,Mitchell,,2311 Lafayette,,Austin,TX,78722,Property Owner,,,,R20170901150800-C0018
C0019,R20170901150800,RG0039,Individual,,Sohil,,Momin,,2201 Real Catorce,,Austin,TX,78746,Property Owner,,,,R20170901150800-C0019
C0020,R20170901150800,RG0039,Entity,,,,MTG Management,,P.O. Box 6110,,Austin,TX,78761,Commercial Real Property Management,,,,R20170901150800-C0020
C0021,R20170901150800,RG0039,Individual,,Carolyn,Elizabeth,Neal,,4501 Ridge Oak Drive,,Austin,TX,78731,Property Owner,,,,R20170901150800-C0021
C0022,R20170901150800,RG0039,Individual,,Frances,Scott,Neal,,4501 Ridge Oak Drive,,Austin,TX,78731,Property  Owner,,,,R20170901150800-C0022
C0023,R20170901150800,RG0039,Individual,,John,Scott,Neal,,4501 Ridge Oak Drive,,Austin,TX,78731,Property Owner,,,,R20170901150800-C0023
C0024,R20170901150800,RG0039,Entity,,,,Neal (Shoal Creek Property) Family Limited Partnership,,4501 Ridge Oak Drive,,Austin,TX,78731,Property Owner,,,,R20170901150800-C0024
C0025,R20170901150800,RG0039,Entity,,,,Pinnacle Real Estate & Management Company,,3508 Far West Blvd.,Suite 170,Austin,TX,78731,Developer,,,,R20170901150800-C0025
C0026,R20170901150800,RG0039,Entity,,,,"Riverside Resources Investments, Ltd.",,100 Congress Avenue,Suite 780,Austin,TX,78701,Property Owner,,,,R20170901150800-C0026
C0027,R20170901150800,RG0039,Entity,,,,SKV-Villas,,111 Congress Avenue,Suite G-190,Austin,TX,78701,Developer,,,,R20170901150800-C0027
C0028,R20170901150800,RG0039,Entity,,,,Telvending Corp.,,1617 Watchhill Road,,Austin,TX,78703,Property Owner,,,,R20170901150800-C0028
C0029,R20170901150800,RG0039,Entity,,,,The Trail Foundation,,P.O. Box 5195,,Austin,TX,78763,Non-Profit Corporation,,,,R20170901150800-C0029
C0030,R20170901150800,RG0039,Entity,,,,Travis County Healthcare District a/k/a Central Health,,1111 E. Cesar Chavez Street,,Austin,TX,78702,Public District - Health Care,,,,R20170901150800-C0030
C0031,R20170901150800,RG0039,Entity,,,,V&S Enterprises,,P.O. Box 6110,,Austin,TX,78761,Commercial Real Property Management,,,,R20170901150800-C0031
C0075,R20170901163922,RG0018,Entity,,,,MAJOR LEAGUE SOCCER (MLS),,420 FIFTH AVENUE,7TH Fl.,NEW YORK,NY,10018,DEVELOPMENT OF SOCCER STADIUM AND PRACTICE FACILITIES,,,,R20170901163922-C0075
C0076,R20170901163922,RG0018,Entity,,,,HI TECH AUTO GROUP,,3800 SOUTHWEST FREEWAY,STE 300,HOUSTON,TX,77024,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20170901163922-C0076
C0077,R20170901163922,RG0018,Entity,,,,MANIFOLD REAL ESTATE,,PO Box 200463,,AUSTIN,TX,78720,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20170901163922-C0077
C0001,R20170901165207,RG0121,Entity,,,,The Center for Public Policy Priorities,,7020 Easy Wind Drive,Suite 200,Austin,TX,78752,Nonprofit policy analysis and advocacy,,,,R20170901165207-C0001
C0007,R20170901170011,RG0035,Entity,,,,"720 Lamar Place, L.C.",,P.O. Box 6110,,Austin,TX,78761,Property Owner,,,,R20170901170011-C0007
C0008,R20170901170011,RG0035,Entity,,,,Bouldin Creek Neighborhood Association,,P.O. Box 3683,,Austin,TX,78764,Neighborhood Association,,,,R20170901170011-C0008
C0009,R20170901170011,RG0035,Entity,,,,"Eskew Place, Ltd.",,1101 S. Capital of Texas Hwy,Suite A-101,Austin,TX,78746,Property Owner,,,,R20170901170011-C0009
C0010,R20170901170011,RG0035,Entity,,,,Eureka Holdings,,3001 Knox Street,Suite 400,Dallas,TX,75205,Developer,,,,R20170901170011-C0010
C0011,R20170901170011,RG0035,Entity,,,,"F. Scott Holdings, LLC",,4501 Ridge Oak Drive,,Austin,TX,78731,Property Owner,,,,R20170901170011-C0011
C0012,R20170901170011,RG0035,Entity,,,,"Forestar (USA) Real Estate Group, Inc.",,6300 Bee Cave Road,"Building Two, Suite 500",Austin,TX,78746,Developer,,,,R20170901170011-C0012
C0013,R20170901170011,RG0035,Entity,,,,"IMPACT Developers, LLC",,6000 S. Congress Avenue,Suite 101,Austin,TX,78745,Developer,,,,R20170901170011-C0013
C0014,R20170901170011,RG0035,Entity,,,,"Journeyman Austin Holdings, Inc.",,7701 N. Lamar Blvd.,Suite 100,Austin,TX,78752,Developer,,,,R20170901170011-C0014
C0015,R20170901170011,RG0035,Entity,,,,"Lippincott Capital, Ltd.",,2322 Townes Lane,,Austin,TX,78703,Property Owner,,,,R20170901170011-C0015
C0016,R20170901170011,RG0035,Entity,,,,Lost Creek Neighborhood Association,,1305 Quaker Ridge,Suite A,Austin,TX,78746,Neighborhood Association,,,,R20170901170011-C0016
C0017,R20170901170011,RG0035,Individual,,Jesse,L.,Lunsford,,3235 E. Cesar Chavez Street,,Austin,TX,78702,Property Owner,,,,R20170901170011-C0017
C0018,R20170901170011,RG0035,Individual,,Daniel,R.,Mitchell,,2311 Lafayette,,Austin,TX,78722,Property Owner,,,,R20170901170011-C0018
C0019,R20170901170011,RG0035,Individual,,Sohil,,Momin,,2201 Real Catorce,,Austin,TX,78746,Property Owner,,,,R20170901170011-C0019
C0020,R20170901170011,RG0035,Entity,,,,MTG Management,,P.O. Box 6110,,Austin,TX,78761,Commercial Real Property Management,,,,R20170901170011-C0020
C0021,R20170901170011,RG0035,Individual,,Carolyn,Elizabeth,Neal,,4501 Ridge Oak Drive,,Austin,TX,78731,Property Owner,,,,R20170901170011-C0021
C0022,R20170901170011,RG0035,Individual,,Frances,Scott,Neal,,4501 Ridge Oak Drive,,Austin,TX,78731,Property  Owner,,,,R20170901170011-C0022
C0023,R20170901170011,RG0035,Individual,,John,Scott,Neal,,4501 Ridge Oak Drive,,Austin,TX,78731,Property Owner,,,,R20170901170011-C0023
C0024,R20170901170011,RG0035,Entity,,,,Neal (Shoal Creek Property) Family Limited Partnership,,4501 Ridge Oak Drive,,Austin,TX,78731,Property Owner,,,,R20170901170011-C0024
C0025,R20170901170011,RG0035,Entity,,,,Pinnacle Real Estate & Management Company,,3508 Far West Blvd.,Suite 170,Austin,TX,78731,Developer,,,,R20170901170011-C0025
C0026,R20170901170011,RG0035,Entity,,,,"Riverside Resources Investments, Ltd.",,100 Congress Avenue,Suite 780,Austin,TX,78701,Property Owner,,,,R20170901170011-C0026
C0027,R20170901170011,RG0035,Entity,,,,SKV-Villas,,111 Congress Avenue,Suite G-190,Austin,TX,78701,Developer,,,,R20170901170011-C0027
C0028,R20170901170011,RG0035,Entity,,,,Telvending Corp.,,1617 Watchhill Road,,Austin,TX,78703,Property Owner,,,,R20170901170011-C0028
C0029,R20170901170011,RG0035,Entity,,,,The Trail Foundation,,P.O. Box 5195,,Austin,TX,78763,Non-Profit Corporation,,,,R20170901170011-C0029
C0031,R20170901170011,RG0035,Entity,,,,V&S Enterprises,,P.O. Box 6110,,Austin,TX,78761,Commercial Real Property Management,,,,R20170901170011-C0031
C0032,R20170901170011,RG0035,Entity,,,,Victory Medical Center,,4303 Victory Center,,Austin,TX,78704,Medical Services,,,,R20170901170011-C0032
C0034,R20170901170011,RG0035,Individual,,Jim,C.,Whorton,,1200 Barton Creek Blvd.,Suite 52,Austin,TX,78746,Property Owner,,,,R20170901170011-C0034
C0035,R20170901170011,RG0035,Individual,,Wenkai,,Chen,,8407 Cambria Drive,,Austin,TX,78717,Property Owner,,,,R20170901170011-C0035
C0075,R20170901170724,RG0057,Entity,,,,MAJOR LEAGUE SOCCER (MLS),,420 FIFTH AVENUE,7TH Fl.,NEW YORK,NY,10018,DEVELOPMENT OF SOCCER STADIUM AND PRACTICE FACILITIES,,,,R20170901170724-C0075
C0076,R20170901170724,RG0057,Entity,,,,HI TECH AUTO GROUP,,3800 SOUTHWEST FREEWAY,STE 300,HOUSTON,TX,77024,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20170901170724-C0076
C0077,R20170901170724,RG0057,Entity,,,,MANIFOLD REAL ESTATE,,PO Box 200463,,AUSTIN,TX,78720,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20170901170724-C0077
C0075,R20170906101018,RG0070,Entity,,,,MAJOR LEAGUE SOCCER (MLS),,420 FIFTH AVENUE,7TH Fl.,NEW YORK,NY,10018,DEVELOPMENT OF SOCCER STADIUM AND PRACTICE FACILITIES,,,,R20170906101018-C0075
C0076,R20170906101018,RG0070,Entity,,,,HI TECH AUTO GROUP,,3800 SOUTHWEST FREEWAY,STE 300,HOUSTON,TX,77024,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20170906101018-C0076
C0077,R20170906101018,RG0070,Entity,,,,MANIFOLD REAL ESTATE,,PO Box 200463,,AUSTIN,TX,78720,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20170906101018-C0077
C0001,R20170906160820,RG0120,Entity,,,,Grit & Grace,,4112 Medical Parkway,,Austin,TX,78756,Draught House Pub & Brewery,,,,R20170906160820-C0001
C0001,R20170913084617,RG0119,Entity,,,,Flower Hill Foundation,,1316 W. 6th Street,,Austin,TX,78703,Museum - Smoot House,,,,R20170913084617-C0001
C0075,R20170913093043,RG0065,Entity,,,,MAJOR LEAGUE SOCCER (MLS),,420 FIFTH AVENUE,7TH Fl.,NEW YORK,NY,10018,DEVELOPMENT OF SOCCER STADIUM AND PRACTICE FACILITIES,,,,R20170913093043-C0075
C0076,R20170913093043,RG0065,Entity,,,,HI TECH AUTO GROUP,,3800 SOUTHWEST FREEWAY,STE 300,HOUSTON,TX,77024,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20170913093043-C0076
C0001,R20170913095226,RG0086,Entity,,,,Austin Hotel & Lodging Association,,P. O. Box 82431,,Austin,TX,78701,Austin Hotel and Lodging Association,,,,R20170913095226-C0001
C0001,R20170913174741,RG0083,Entity,,,,"Allen Harrison Development, LLC",,1800 Augusta,150,Houston,TX,77056,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0001
C0002,R20170913174741,RG0083,Entity,,,,AllPoints Construction Services,,4401 Wallings Forge Drive,,Austin,TX,78727,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0002
C0003,R20170913174741,RG0083,Entity,,,,"Cadence Ventures Fund, LLC",,11612 FM 2244,"Building 1, Suite 140",Austin,TX,78738,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0003
C0004,R20170913174741,RG0083,Individual,,Daniel,,Carl,,4021 Valley View Road,B,Austin,TX,78704,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0004
C0005,R20170913174741,RG0083,Entity,,,,Casa Garcia's,,1901 West William Cannon,,Austin,TX,78748,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0005
C0006,R20170913174741,RG0083,Entity,,,,Cielo Property Group,,823 Congress Avenue,Suite 600,Austin,TX,78701,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0006
C0007,R20170913174741,RG0083,Entity,,,,CZ Properties,,400 Bowie Street,,Austin,TX,78703,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0007
C0008,R20170913174741,RG0083,Entity,,,,"Guild Travel, LLC",,611 South Congress,#330,Austin,TX,78701,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0008
C0009,R20170913174741,RG0083,Entity,,,,"Hotel Magdalena, LLC",,500 West 5th Street,#1210,Austin,TX,78701,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0009
C0010,R20170913174741,RG0083,Entity,,,,"The Jenkins Organization, Inc.",,2539 South Gessner,#13,Houston,TX,77063,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0010
C0011,R20170913174741,RG0083,Entity,,,,Lennar,,12401 Research Blvd.,"Bldg 1, Ste. 300",Austin,TX,78759,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0011
C0013,R20170913174741,RG0083,Entity,,,,"Lot 973, LLC",,3303 Northland Drive,#214,Austin,TX,78731,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0013
C0014,R20170913174741,RG0083,Entity,,,,"Maple Multifamily TX Land TX, LP",,3889 Maple Avenue,#200,Dallas,TX,75219,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0014
C0015,R20170913174741,RG0083,Entity,,,,McCourt,,888 Seventh Avenue,43rd Floor,New York,NY,10106,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0015
C0016,R20170913174741,RG0083,Entity,,,,"Music Lane JV, LLC",,500 West 5th Street,#1210,Austin,TX,78701,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0016
C0017,R20170913174741,RG0083,Entity,,,,"NAPA, LLC",,921 West New Hope Drive,,Cedar Park,TX,78613,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0017
C0018,R20170913174741,RG0083,Entity,,,,Opus Group,,7500 Rialto Boulavard,"Bldg. 1, #250",Austin,TX,78735,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0018
C0019,R20170913174741,RG0083,Entity,,,,Stratford Land,,5949 Sherry Lane,#1750,Dallas,TX,75225,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0019
C0020,R20170913174741,RG0083,Entity,,,,"Taurus of Texas GP, Inc.",,9285 Huntington Square,,North Richland Hills,TX,76180,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913174741-C0020
C0001,R20170913175151,RG0083,Entity,,,,"Allen Harrison Development, LLC",,1800 Augusta,150,Houston,TX,77056,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0001
C0002,R20170913175151,RG0083,Entity,,,,AllPoints Construction Services,,4401 Wallings Forge Drive,,Austin,TX,78727,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0002
C0003,R20170913175151,RG0083,Entity,,,,"Cadence Ventures Fund, LLC",,11612 FM 2244,"Building 1, Suite 140",Austin,TX,78738,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0003
C0004,R20170913175151,RG0083,Individual,,Daniel,,Carl,,4021 Valley View Road,B,Austin,TX,78704,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0004
C0005,R20170913175151,RG0083,Entity,,,,Casa Garcia's,,1901 West William Cannon,,Austin,TX,78748,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0005
C0006,R20170913175151,RG0083,Entity,,,,Cielo Property Group,,823 Congress Avenue,Suite 600,Austin,TX,78701,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0006
C0007,R20170913175151,RG0083,Entity,,,,CZ Properties,,400 Bowie Street,,Austin,TX,78703,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0007
C0008,R20170913175151,RG0083,Entity,,,,"Guild Travel, LLC",,611 South Congress,#330,Austin,TX,78701,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0008
C0009,R20170913175151,RG0083,Entity,,,,"Hotel Magdalena, LLC",,500 West 5th Street,#1210,Austin,TX,78701,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0009
C0010,R20170913175151,RG0083,Entity,,,,"The Jenkins Organization, Inc.",,2539 South Gessner,#13,Houston,TX,77063,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0010
C0011,R20170913175151,RG0083,Entity,,,,Lennar,,12401 Research Blvd.,"Bldg 1, Ste. 300",Austin,TX,78759,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0011
C0012,R20170913175151,RG0083,Entity,,,,LifeAustin,,1301 Capital of Texas Hwy.,#308,Austin,TX,78746,Church,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0012
C0013,R20170913175151,RG0083,Entity,,,,"Lot 973, LLC",,3303 Northland Drive,#214,Austin,TX,78731,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0013
C0014,R20170913175151,RG0083,Entity,,,,"Maple Multifamily TX Land TX, LP",,3889 Maple Avenue,#200,Dallas,TX,75219,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0014
C0015,R20170913175151,RG0083,Entity,,,,McCourt,,888 Seventh Avenue,43rd Floor,New York,NY,10106,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0015
C0016,R20170913175151,RG0083,Entity,,,,"Music Lane JV, LLC",,500 West 5th Street,#1210,Austin,TX,78701,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0016
C0017,R20170913175151,RG0083,Entity,,,,"NAPA, LLC",,921 West New Hope Drive,,Cedar Park,TX,78613,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0017
C0018,R20170913175151,RG0083,Entity,,,,Opus Group,,7500 Rialto Boulavard,"Bldg. 1, #250",Austin,TX,78735,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0018
C0019,R20170913175151,RG0083,Entity,,,,Stratford Land,,5949 Sherry Lane,#1750,Dallas,TX,75225,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0019
C0020,R20170913175151,RG0083,Entity,,,,"Taurus of Texas GP, Inc.",,9285 Huntington Square,,North Richland Hills,TX,76180,Real Estate Development,,,Disclosure of client compensation is not provided because such disclosure would violate applicable state law in Texas Disciplinary Rule 1.05 and Chapter 81 of the Texas Government Code.,R20170913175151-C0020
C0075,R20170915102317,RG0061,Entity,,,,MAJOR LEAGUE SOCCER (MLS),,420 FIFTH AVENUE,7TH Fl.,NEW YORK,NY,10018,DEVELOPMENT OF SOCCER STADIUM AND PRACTICE FACILITIES,,,,R20170915102317-C0075
C0076,R20170915102317,RG0061,Entity,,,,HI TECH AUTO GROUP,,3800 SOUTHWEST FREEWAY,STE 300,HOUSTON,TX,77024,REAL ESTATE INVESTMENT/ DEVELOPMENT,,,,R20170915102317-C0076
C0004,R20170915171255,RG0029,Entity,,,,Greater Austin Transportation Co.,,"c/o Jerry Harris, 111 Congress Avenue",,Austin,TX,78701,Taxicab Company,,,,R20170915171255-C0004
C0005,R20170915171255,RG0029,Entity,,,,Travis County Healthcare District a/k/a Central Health,,1111 E. Cesar Chavez Street,,Austin,TX,78702,Public District - Health Care,,,,R20170915171255-C0005
C0006,R20170915171255,RG0029,Entity,,,,"World Class Acquisitions, LLC",,401 Congress Avenue,,Austin,TX,78701,Real Estate Acquisition Company,,,,R20170915171255-C0006
C0001,R20170920171702,RG0124,Entity,,,,The Center for Public Policy Priorities,,7020 Easy Wind Drive,Suite 200,Austin,TX,78752,Nonprofit policy analysis and advocacy,,,,R20170920171702-C0001
C0001,R20170925153720,RG0044,Entity,,,,HNTB Corporation,,c/o 28 Liberty Ship Way,Suite 2815,Sausalito,CA,94965,"Architecture, engineering, and planning services",,,,R20170925153720-C0001
C0001,R20171003113951,RG0073,Entity,,,,"Uber Technologies, Inc.",,207 Brazos St.,,Austin,TX,78701,"Technology, Transportation",,,,R20171003113951-C0001
C0001,R20171003114842,RG0021,Entity,,,,"Wal-Mart Stores, Inc.",,708 SW 8th Street,,Bentonville,AR,72716,Retail,,,,R20171003114842-C0001
C0001,R20171008191205,RG0068,Entity,,,,Amazon Corporate LLC,,601 New Jersey Avenue,Suite 900,Washington,DC,20001,Information Technology,,,,R20171008191205-C0001
C0001,R20171009085215,RG0122,Entity,,,,"Uber Technologies, Inc.",,207 Brazos St.,,Austin,TX,78701,"Technology, Transportation",,,,R20171009085215-C0001
C0001,R20171009085338,RG0036,Entity,,,,"Uber Technologies, Inc.",,207 Brazos St.,,Austin,TX,78701,"Technology, Transportation",,,,R20171009085338-C0001
C0001,R20171010091405,RG0063,Entity,,,,Fidelity Capital Markets,,200 Seaport Boulevard,Suite 630,Boston,MA,02110,Financial Services,,,,R20171010091405-C0001
C0001,R20171012142405,RG0123,Entity,,,,Amazon Corporate LLC,,601 New Jersey Avenue,Suite 900,Washington,DC,20001,Information Technology,,,,R20171012142405-C0001
