Date,Client,Cumulative
2014-12-23,Speedy Stop,4
2014-12-23,St. Andrew's Episcopal School,4
2014-12-23,Stream Realty,4
2014-12-23,Stubb's Austin Restaurant Company,4
2014-12-23,"Success Foods Management, LLC/DBA Torcy's Tacos",1
2014-12-23,T. Stacy and Associates,4
2014-12-23,TR Vista Preserve,4
2014-12-23,"TSVF I, Pecan Park",2
2014-12-23,Tanglewood Forest Limited District,4
2014-12-23,Taylor Morrison,2
2014-12-23,Texas Disposal Systems,3
2014-12-23,The Brohn Group,5
2014-12-23,The Charter School Fund,4
2014-12-23,The Dovetail Companies,4
2014-12-23,The Gottesman Company,4
2014-12-23,The Kucera Companies,4
2014-12-23,The NRP Group,7
2014-12-23,The University of Texas System,4
2014-12-23,Tierra Concepts,4
2014-12-23,Total Wine and More,1
2014-12-23,Trammell Crow Company,2
2014-12-23,Trudy's Texas Star,4
2014-12-23,Urban Outfitters,4
2014-12-23,Vivo Hospitality,4
2014-12-23,W and G Partnership,4
2014-12-23,Walton International Group,5
2014-12-23,Walton Stacy Partners,15
2014-12-23,Westbank Community Library District,4
2014-12-23,White Lodging Services,6
2014-12-23,"Wilkerson, Eric",4
2014-12-23,"Wilkinson, Julia Matthews",4
2015-01-06,183 BLW,9
2015-01-06,4800 Friedrich Lane,8
2015-01-06,Accelerator Holdings,8
2015-01-06,Amstar Group,16
2015-01-06,Aspen Properties,7
2015-01-06,Austin Achieve,9
2015-01-06,Austin Baptist Church,8
2015-01-06,Austin Board of Realtors,16
2015-01-06,Austin Park,3
2015-01-06,Austin Quality Schools Collaborative,9
2015-01-06,Austin Restaurant Association,8
2015-01-06,AutoReturn,8
2015-01-06,AvalonPark Texas,8
2015-01-06,Blenheim,8
2015-01-06,Bob Gregory,5
2015-01-06,Brock Consulting Group,8
2015-01-06,CP II Wild Basin,6
2015-01-06,CRV Shoreline,8
2015-01-06,CST Brands,8
2015-01-06,CWS Capital Partners,8
2015-01-06,Capital Commercial Investments,8
2015-01-06,Capitol City Partners,6
2015-01-06,Capridge Partners,8
2015-01-06,Carma Texas,8
2015-01-06,Charles Dorrance,8
2015-01-06,Chris Pacitti,3
2015-01-06,Christopher Slover,8
2015-01-06,Circuit of the Americas,13
2015-01-06,Cirrus Logic,11
2015-01-06,Colina West Real Estate,8
2015-01-06,Concordia University,8
2015-01-06,Creek 620,8
2015-01-06,Crescent 210 Barton Springs,8
2015-01-06,"Cullen, John",8
2015-01-06,Cypress Realty,33
2015-01-06,Dan Byrne,6
2015-01-06,David Middleton,3
2015-01-06,David and Suzanne Booth,9
2015-01-06,Deborah and Gary Attal,8
2015-01-06,Downtown Austin Alliance,3
2015-01-06,Dwyer Realty Companies,9
2015-01-06,EHB Companies,8
2015-01-06,Endeavor Real Estate Group,13
2015-01-06,Episcopal Theological Seminary of the Southwest,8
2015-01-06,Eric Reddehase,8
2015-01-06,Flextronics,8
2015-01-06,Flux Factory,6
2015-01-06,Forestar Real Estate Group,12
2015-01-06,Four Seasons Hotel,8
2015-01-06,G5 Investments,8
2015-01-06,Gables Residential,8
2015-01-06,"Gallegos, Jim",3
2015-01-06,"Garvey, Jeffery C.",3
2015-01-06,Gene Burris,8
2015-01-06,General Investment and Development,8
2015-01-06,Gerald Kucera,3
2015-01-06,Glenn Jackson,8
2015-01-06,Goodstone,8
2015-01-06,Google,10
2015-01-06,H-E-B,10
2015-01-06,HPI Real Estate and Services Investment,8
2015-01-06,HSD Lakeway Holdings,8
2015-01-06,Harmony Public Schools,6
2015-01-06,Highland Management,8
2015-01-06,Hughes Capital Management,8
2015-01-06,Hyde Park Baptist Church,8
2015-01-06,IDEA Public Schools,8
2015-01-06,Inland Group,3
2015-01-06,James Schneider,8
2015-01-06,James Schoenbaum,6
2015-01-06,Jeffery C. Garvey,5
2015-01-06,Jewish Community Association of Austin,8
2015-01-06,Jim Gallegos,5
2015-01-06,KIPP Austin Public School,8
2015-01-06,Kucera Management/Ted Mecklin,3
2015-01-06,Linda Moody,8
2015-01-06,Liz Lambert,8
2015-01-06,Magellan Development Group,8
2015-01-06,Magnolia Montessori for all,9
2015-01-06,Majestic Realty,7
2015-01-06,Makar Development - Waters Edge,3
2015-01-06,Makar Properties,6
2015-01-06,Manoj Saxena,6
2015-01-06,"McCullough, Todd",8
2015-01-06,Meredith Family Revocable Trust,8
2015-01-06,"Middleton, David",3
2015-01-06,"Nelsen, Brad",3
2015-01-06,"Nelson, Brad",5
2015-01-06,North Austin MUD No. 1,9
2015-01-06,Onion Associates,8
2015-01-06,Orangestone Bluegrass,8
2015-01-06,P&S Investments I,8
2015-01-06,"Pacitti, Chris",3
2015-01-06,Prism,1
2015-01-06,Qualico,8
2015-01-06,REIT Management,7
2015-01-06,REIT Management and Research,6
2015-01-06,Radisson Hotel,9
2015-01-06,Randy Wilson,8
2015-01-06,"Rice, Robert",8
2015-01-06,Riddell Family,8
2015-01-06,Riverside Resources,11
2015-01-06,Robert Schmidt,8
2015-01-06,Robinson Ranch,8
2015-01-06,Ryan Companies,8
2015-01-06,Ryan Street and Associates,8
2015-01-06,Safeway,8
2015-01-06,Scott Sayers,8
2015-01-06,"Scott, John",3
2015-01-06,Seton Healthcare,9
2015-01-06,"Shapiro, Bobby and Jim",8
2015-01-06,Simon Property Group,9
2015-01-06,Speakeasy,8
2015-01-06,Speedy Stop,8
2015-01-06,St. Andrew's Episcopal School,8
2015-01-06,Stream Realty,8
2015-01-06,Stubb's Austin Restaurant Company,8
2015-01-06,"Success Foods Management, LLC/DBA Torcy's Tacos",4
2015-01-06,T. Stacy and Associates,8
2015-01-06,TR Vista Preserve,8
2015-01-06,"TSVF I, Pecan Park",6
2015-01-06,Tanglewood Forest Limited District,8
2015-01-06,Taylor Morrison,4
2015-01-06,Taylor Morrison of Texas,4
2015-01-06,Texas Disposal Systems,4
2015-01-06,The Brohn Group,9
2015-01-06,The Charter School Fund,8
2015-01-06,The Dovetail Companies,8
2015-01-06,The Gottesman Company,7
2015-01-06,The Kucera Companies,8
2015-01-06,The NRP Group,11
2015-01-06,The University of Texas System,8
2015-01-06,Tierra Concepts,8
2015-01-06,Total Wine and More,3
2015-01-06,Trammell Crow Company,6
2015-01-06,Trudy's Texas Star,8
2015-01-06,Urban Outfitters,8
2015-01-06,Vivo Hospitality,8
2015-01-06,W and G Partnership,8
2015-01-06,Walton International Group,9
2015-01-06,Walton Stacy Partners,31
2015-01-06,Westbank Community Library District,8
2015-01-06,White Lodging Services,10
2015-01-06,"Wilkerson, Eric",8
2015-01-06,"Wilkinson, Julia Matthews",8
2015-01-08,Dinerstein Company,2
2015-01-08,EMSO Partners Limited,2
2015-01-08,First Hartford Realty,4
2015-01-08,Greater Austin Transportation,2
2015-01-08,Provident Realty Advisors,2
2015-01-08,Reagan National Advertising,5
2015-01-08,Springdale Farms,4
2015-01-08,St. Catherine of Siena,2
2015-01-08,Stratford Land,4
2015-01-08,The Hanover Company,4
2015-01-09,6D Ranch,3
2015-01-09,Austin FBO,3
2015-01-09,Delaware North Companies/Travel Hospitality Services,4
2015-01-09,Google,8
2015-01-09,Kayne Capital,4
2015-01-09,LS Travel Retail North America,3
2015-01-09,Scott Airport Property,4
2015-01-12,16 Piggybank,6
2015-01-12,405 Colorado Holdings,2
2015-01-12,6ixth Street Austin,4
2015-01-12,A Stella Dog,2
2015-01-12,AMS Commercial Real Estate,2
2015-01-12,Aetna Sign Group,1
2015-01-12,Alexa Management,6
2015-01-12,All Saints Church,1
2015-01-12,American Campus Communities,4
2015-01-12,Amplify Federal Credit Union,4
2015-01-12,Arnold Oil,2
2015-01-12,Artesia Real Estate,4
2015-01-12,Asian American Cultural Arts Center,2
2015-01-12,Aspen Heights,8
2015-01-12,Austin City Builders,2
2015-01-12,Austin Fairchild Management,4
2015-01-12,Austin Park,6
2015-01-12,Butler Family Interests,6
2015-01-12,Butler Family Partnership,4
2015-01-12,CWS,1
2015-01-12,Capital Metro,2
2015-01-12,Cardinal Paragon,1
2015-01-12,Catalyst Acquisitions and Development Grp,2
2015-01-12,Circle C Homeowners Association,3
2015-01-12,Condominiums at Tuscany Oaks,1
2015-01-12,Coppell Building,2
2015-01-12,Cousins Properties,5
2015-01-12,Diversified Real Estate Group,2
2015-01-12,Duckworth Property Holdings,2
2015-01-12,Embree Asset Group,2
2015-01-12,Emmis Radio Broadcasting Co.,2
2015-01-12,Endeavor Real Estate Group,13
2015-01-12,Equinox,2
2015-01-12,Eureka Holdings,6
2015-01-12,Forestar Real Estate Group,11
2015-01-12,"Gates, Terrell",2
2015-01-12,Grayco Partners,5
2015-01-12,Hixon Properties,1
2015-01-12,Home Slice Pizza,2
2015-01-12,Honokea Surf Parks,5
2015-01-12,Inland American Communites,3
2015-01-12,JLM Financial Investments,5
2015-01-12,James Schoenbaum,7
2015-01-12,Junior League of Austin,3
2015-01-12,KDR Equities,2
2015-01-12,Legend Communities,5
2015-01-12,Lincoln Property Company,6
2015-01-12,MBC Engineers,4
2015-01-12,Manchester Financial Group,6
2015-01-12,Mariposa Montessori,2
2015-01-12,Megabus Southwest,3
2015-01-12,Mobile Loaves and Fishes,1
2015-01-12,Oden Hughes,7
2015-01-12,Osten Hall,3
2015-01-12,Pecan Street Association,2
2015-01-12,Pegalo Properties,2
2015-01-12,Post Paggi,2
2015-01-12,PowerFin Texas Solar Projects,1
2015-01-12,RJMadden,4
2015-01-12,"Radtke, Lorin",2
2015-01-12,Republic Services of Austin,6
2015-01-12,Roy Cavanaugh,4
2015-01-12,Senior Quality Lifestyles,6
2015-01-12,Simmons Vedder Partners,2
2015-01-12,Simon Property Group,8
2015-01-12,Songhai Ventures,3
2015-01-12,Spear Street Capital,2
2015-01-12,Spire Realty,11
2015-01-12,St. Mark's Episcopal Church,2
2015-01-12,Starwood Capital Group,1
2015-01-12,Stratus Properties,5
2015-01-12,Street Lights Residential,5
2015-01-12,Terrell Gates,1
2015-01-12,Transwestern Commercial,8
2015-01-12,Trinsic Residential Group,4
2015-01-12,Walters Southwest,7
2015-01-12,Wells Fargo,4
2015-01-12,Western Rim Investment Advisors,6
2015-01-13,5453 Burnet Park Venture,1
2015-01-13,Alliance Residential,1
2015-01-13,Ardent Residential,1
2015-01-13,Ashton Woods Homes,1
2015-01-13,Google,8
2015-01-13,"International Bank of Commerce, Laredo, Texas",1
2015-01-13,Jack Brown Family III,1
2015-01-13,KB Home Lone Star,2
2015-01-13,Lone Star Rail District (Austin-San Antonio Commuter Rail District),3
2015-01-13,Rathgeber Investment Co.,3
2015-01-13,"Riverside Resources Investments, Limited",1
2015-01-13,Round Rock ISD,3
2015-01-13,Taylor Morrison of Texas,3
2015-01-16,183 BLW,8
2015-01-16,Google,10
2015-01-16,Meritage Homes of Texas,2
2015-01-16,Powerfin Partners,1
2015-01-16,Texas Disposal Systems,5
2015-01-16,Walton International Group,8
2015-01-20,183 BLW,9
2015-01-20,Austin Achieve,8
2015-01-20,Austin Quality Schools Collaborative,8
2015-01-20,Barshop and Oles Company,2
2015-01-20,Cypress Realty,26
2015-01-20,David and Suzanne Booth,10
2015-01-20,Dwyer Realty Companies,8
2015-01-20,Forestar Real Estate Group,12
2015-01-20,Goveia Commercial Real Estate,2
2015-01-20,Johnson Development,2
2015-01-20,"Keating, Pat",2
2015-01-20,Lennar Homes,2
2015-01-20,Magnolia Montessori for all,8
2015-01-20,NRG Energy,1
2015-01-20,Powerfin Partners,2
2015-01-20,Radisson Hotel,8
2015-01-20,Riverside Resources,11
2015-01-20,Robinson Ranch,7
2015-01-20,Seton Healthcare,8
2015-01-20,Simon Property Group,9
2015-01-20,Southern Company,2
2015-01-20,"Straughan, George",2
2015-01-20,TRT Holdings,2
2015-01-20,Titan Capital Investment Group,2
2015-01-26,Save Our Springs Alliance,3
2015-01-28,Ron White Garza Estate,3
2015-01-29,Austin Film Studios,4
2015-01-29,Austin Rental Alliance,2
2015-01-29,BlueWater Systems,3
2015-01-29,Drenner Group,1
2015-01-29,Force Multiplier Solutions,2
2015-01-29,Republic Services,3
2015-01-29,Southwest Strategies Group,2
2015-01-29,Stratus Properties,7
2015-01-29,"Success Foods Management, LLC/DBA Torcy's Tacos",6
2015-01-29,Transmission Events,2
2015-01-30,Airport Fast Park - Austin,1
2015-01-30,Alliance Residential,3
2015-01-30,Ardent Residential,3
2015-01-30,"Champion, Josie, Juanita Meier and Mary Margaret Roberson",2
2015-01-30,Cypress Realty,28
2015-01-30,Met Center,10
2015-01-30,Riverside Resources,13
2015-01-30,SXSW,4
2015-01-30,St. David's Foundation,2
2015-01-30,St. David's Healthcare Center,2
2015-01-30,Stratus Properties,9
2015-01-30,Texas Disposal Systems,7
2015-02-02,5453 Burnet Park Venture,2
2015-02-02,Alliance Residential,4
2015-02-02,Ardent Residential,4
2015-02-02,Ashton Woods Homes,2
2015-02-02,"Austin American-Statesman,",3
2015-02-02,Austin Chronicle,4
2015-02-02,"Ayers, Robert A.",4
2015-02-02,Bread and Circus,4
2015-02-02,CPF River Oaks Austin,1
2015-02-02,Constructive Ventures,4
2015-02-02,Cornerstone Patriot Holdings,1
2015-02-02,Cornerstone Real Estate Advisors,1
2015-02-02,Film Society of Austin,4
2015-02-02,Finley Company,4
2015-02-02,HRI Development,3
2015-02-02,Highland Management,14
2015-02-02,"Hillin Jr., Robert",4
2015-02-02,"International Bank of Commerce, Laredo, Texas",6
2015-02-02,Jack Brown Family III,2
2015-02-02,KB Home Lone Star,3
2015-02-02,Kitchell Development,4
2015-02-02,Lampting,4
2015-02-02,"Logan, Ellen Anderson",3
2015-02-02,"Lorenz, Perry",3
2015-02-02,Met Center,17
2015-02-02,"Pinkston, Lica",4
2015-02-02,"Riverside Resources Investments, Limited",2
2015-02-02,"Rodriguez, Robert A.",4
2015-02-02,SXSW,12
2015-02-02,South IH-35 Investors,4
2015-02-02,Tantallon Austin Hotel,4
2015-02-02,Taylor Morrison of Texas,4
2015-02-02,The University of Texas System,10
2015-02-02,Troublemaker Studios,4
2015-02-02,Twelve Lakes,1
2015-02-02,Twin Oaks Associates,4
2015-02-02,WJP Swede Hill,2
2015-02-02,"Warshaw, Larry",4
2015-02-02,Weekley Homes,4
2015-02-02,Wes Peoples Homes,2
2015-02-02,"Wong, M.D., Mitchel",4
2015-02-02,Zydeco Development,6
2015-02-13,Austin Sonic,2
2015-02-13,County Line,2
2015-02-13,Henry S. Miller Realtors,2
2015-02-13,McDonalds,2
2015-02-13,"Myers, B.J., DDS",2
2015-02-13,"Skelton, Karen, Texas Realty Partners",2
2015-02-13,Tacala dba Taco Bell,2
2015-02-13,Whatabrands,2
2015-02-18,Workers Defense Action Fund,5
2015-03-06,AT&T,19
2015-03-17,Guns and Oil Beer USA,2
2015-03-17,Ranger Excavating,2
2015-03-17,Trinity Insurance Group,2
2015-03-24,2011 Boat Dock,2
2015-03-24,"Archer, Cara Jean",2
2015-03-24,"Crouch, Greg",2
2015-03-24,"Davis, Mike",2
2015-03-24,"Kalantari, Amir",2
2015-03-24,Robert Turner,2
2015-03-24,"Sifuentes, Marina",2
2015-03-26,Texas Aggregates and Concrete Association,5
2015-03-28,Austin Chamber of Commerce,2
2015-04-01,1210 Barton Springs Road Venture,2
2015-04-01,Colina West Real Estate,8
2015-04-01,Colonnetta Family,2
2015-04-01,Covered Bridge,2
2015-04-01,Covered Bridge Section 8,2
2015-04-01,GST Hermanas Land and Cattle,2
2015-04-01,Greif Yount Partnership,2
2015-04-01,Harmony Cottages,2
2015-04-01,Horse Thief Hollow,2
2015-04-01,Jeff Blatt,2
2015-04-01,Jett Abraham,2
2015-04-01,Kucera Management/Ted Mecklin,3
2015-04-01,Met Center,15
2015-04-01,Milestone Community Builders,2
2015-04-01,NB 26 Properties,2
2015-04-01,North I-35 Business Park,2
2015-04-01,PPF AMLI Covered Bridge Drive,2
2015-04-01,PRJ Development,2
2015-04-01,Quest Tower View,2
2015-04-01,Rick Sheldon Real Estate,2
2015-04-01,Riverside Homes/Scott Turner,2
2015-04-01,Sheahan Business Center,2
2015-04-01,Twin Liquors,2
2015-04-01,Vargas Properties I,2
2015-04-01,Vijay Patel,2
2015-04-01,Wagwater Partners,2
2015-04-01,Zydeco Development,6
2015-04-10,AFSCME 1624,2
2015-04-17,ATC Outdoor DAS,4
2015-04-17,ExeNet Systems,4
2015-04-17,UniSite,3
2015-04-18,Winding Prairie Grass Trails,2
2015-04-24,1715 G,2
2015-04-24,2208 Lake Austin,7
2015-04-24,408 Sterzing,5
2015-04-24,69 Grandview,2
2015-04-24,720 Lamar Place,5
2015-04-24,AECOM,5
2015-04-24,AXF Development,3
2015-04-24,"Aguirre, Antolin",2
2015-04-24,Anthony George,5
2015-04-24,Atlantic Housing Foundation,5
2015-04-24,Austin Board of Realtors,16
2015-04-24,Austin Convention Enterprises,2
2015-04-24,Austin Renaissance,4
2015-04-24,Berns Commercial Properties,5
2015-04-24,Bouldin Creek Neighborhood Association,5
2015-04-24,Bounce Marketing and Events,3
2015-04-24,"Bullard, Michael",2
2015-04-24,CMST Development,2
2015-04-24,Carollo Engineers,5
2015-04-24,Cary and Cynthia Reynolds,5
2015-04-24,Central Health,6
2015-04-24,Chereen Fisher,5
2015-04-24,Continental Cars,5
2015-04-24,D. R. Horton,3
2015-04-24,Davenport Ranch Neighborhood Assoc.,5
2015-04-24,Edward Lopez,3
2015-04-24,Eureka Holdings,8
2015-04-24,Falcon Southwest Development Co,2
2015-04-24,Fine Line Diversified Development,2
2015-04-24,Flemtex Properties,5
2015-04-24,Forestar Real Estate Group,14
2015-04-24,Foundation Communities,2
2015-04-24,"Gaskins, Bart and Jill",2
2015-04-24,Gemini Solar Development,5
2015-04-24,"Gilcrease, Peter",2
2015-04-24,Griffin School,2
2015-04-24,Grubb and Ellis Realty Investors,5
2015-04-24,HomeAway,5
2015-04-24,"Hoomanrad, Navid",2
2015-04-24,"Howard and Howard Attorneys, PLLC",5
2015-04-24,Insurance Auto Auctions,5
2015-04-24,JLB Realty,5
2015-04-24,Jeremiah Venture,5
2015-04-24,Kailey Development Partners,5
2015-04-24,LDG Norwood,5
2015-04-24,"Liemandt, Joseph and Andra",2
2015-04-24,Lippincott Capital,5
2015-04-24,Lost Creek Neighborhood Assoc,3
2015-04-24,"Lunsford, Jesse",2
2015-04-24,MTG Management,5
2015-04-24,Marcus Whitfield,3
2015-04-24,McAdams Enterprises,4
2015-04-24,Mill Creek Residential Trust,5
2015-04-24,"Moumouris, Lampros",2
2015-04-24,Oxford Alliance Investments,5
2015-04-24,Pacifica Host Hotels,5
2015-04-24,Premier Parking Enforcement,2
2015-04-24,Prevarian Hospital Partners,5
2015-04-24,Radec Management,5
2015-04-24,Reagan National Advertising,7
2015-04-24,Recurrent Energy,2
2015-04-24,Riverside Resources,15
2015-04-24,Sandstone Ventures,5
2015-04-24,Sohil Momin,5
2015-04-24,South River City Citizens Associations,3
2015-04-24,Steve Greenberg,7
2015-04-24,Synagro-WWT,3
2015-04-24,Telvending,4
2015-04-24,Texas Capital Bank,5
2015-04-24,The NRP Group,11
2015-04-24,The Park at Travis Country COA,5
2015-04-24,Travis County Healthcare District,2
2015-04-24,Travis Hotel Group,4
2015-04-24,Trilogy Enterprises,5
2015-04-24,V and S Enterprises,5
2015-04-24,Versa Development,5
2015-04-24,Zilker Park Residences Partners,5
2015-04-25,Austin Convention and Visitors Bureau,2
2015-04-25,Austin Elm Terrace LP,4
2015-04-25,Balcones Resources,8
2015-04-25,Buie and Co.,2
2015-04-25,Capital Metro,4
2015-04-25,Central Health,5
2015-04-25,City of Dripping Springs,2
2015-04-25,Clear Channel,1
2015-04-25,"Cockrum, Brigid",2
2015-04-25,Conley Sports,2
2015-04-25,Embrey Partners,1
2015-04-25,Friends of Lake Austin,2
2015-04-25,Greater Austin Transportation,4
2015-04-25,GreenRyde,2
2015-04-25,H-E-B,8
2015-04-25,HDR,4
2015-04-25,Habitat for Humanity,2
2015-04-25,Hudgins Apartment Development,2
2015-04-25,InSinkErator,2
2015-04-25,Kathleen Monahan,1
2015-04-25,Koontz-McCombs,2
2015-04-25,Lyft,3
2015-04-25,"Messier, David M.",2
2015-04-25,North American Title Group,2
2015-04-25,Perry Estates,5
2015-04-25,RedLeaf Properties,2
2015-04-25,Robert P. Wills,2
2015-04-25,Ryan Companies,8
2015-04-25,SELTEX,2
2015-04-25,Sackmann Enterprises,8
2015-04-25,Stone Systems of Central Texas,2
2015-04-25,TX RR620 Apartments,3
2015-04-25,"Tawill, Saleem",2
2015-04-25,Thinkery,2
2015-04-25,Trail Foundation,2
2015-04-25,Travis County Healthcare District,4
2015-05-16,Seton Healthcare,14
2015-05-19,Vert Cab,2
2015-05-21,Uber Technologies,2
2015-06-10,Home Builders Association of Greater Austin,2
2015-06-13,AT&T,20
2015-06-13,CPS Human Resource Services,2
2015-06-13,Cisco Systems,2
2015-06-13,Crown Castle,2
2015-06-13,Gordian Group,2
2015-06-13,HDI Solutions,2
2015-06-13,Halff Associates,4
2015-06-13,Kronos,4
2015-06-13,McKinstry,2
2015-06-13,NEC Corportation of America,2
2015-06-13,Northrop Grumman,2
2015-06-13,Oracle America,2
2015-06-13,Red Stone Construction,2
2015-06-13,United Road Towing dba UR Vehicle Management Solutions,4
2015-06-13,Xerox,2
2015-06-16,1023 Holdings,2
2015-06-16,PSW Real Estate,5
2015-06-16,SolarCity,2
2015-06-16,ZIR Investments,2
2015-06-27,1715 G,4
2015-06-27,2208 Lake Austin,5
2015-06-27,408 Sterzing,4
2015-06-27,69 Grandview,4
2015-06-27,720 Lamar Place,4
2015-06-27,AECOM,4
2015-06-27,AXF Development,4
2015-06-27,"Aguirre, Antolin",4
2015-06-27,Anthony George,4
2015-06-27,Atlantic Housing Foundation,4
2015-06-27,Austin Board of Realtors,15
2015-06-27,Austin Convention Enterprises,4
2015-06-27,Austin Renaissance,4
2015-06-27,Berns Commercial Properties,4
2015-06-27,Bouldin Creek Neighborhood Association,4
2015-06-27,Bounce Marketing and Events,4
2015-06-27,"Bullard, Michael",4
2015-06-27,CMST Development,4
2015-06-27,Carollo Engineers,4
2015-06-27,Cary and Cynthia Reynolds,4
2015-06-27,Central Health,6
2015-06-27,Chereen Fisher,4
2015-06-27,Continental Cars,4
2015-06-27,Davenport Ranch Neighborhood Assoc.,4
2015-06-27,Edward Lopez,4
2015-06-27,Eureka Holdings,7
2015-06-27,Falcon Southwest Development Co,4
2015-06-27,Fine Line Diversified Development,4
2015-06-27,Flemtex Properties,4
2015-06-27,Forestar Real Estate Group,13
2015-06-27,Foundation Communities,4
2015-06-27,"Gaskins, Bart and Jill",4
2015-06-27,Gemini Solar Development,4
2015-06-27,"Gilcrease, Peter",4
2015-06-27,Griffin School,4
2015-06-27,Grubb and Ellis Realty Investors,4
2015-06-27,HomeAway,4
2015-06-27,"Hoomanrad, Navid",4
2015-06-27,"Howard and Howard Attorneys, PLLC",4
2015-06-27,Insurance Auto Auctions,4
2015-06-27,JLB Realty,4
2015-06-27,Jeremiah Venture,4
2015-06-27,Kailey Development Partners,4
2015-06-27,LDG Norwood,4
2015-06-27,"Liemandt, Joseph and Andra",4
2015-06-27,Lippincott Capital,4
2015-06-27,Lost Creek Neighborhood Assoc,4
2015-06-27,"Lunsford, Jesse",4
2015-06-27,MTG Management,4
2015-06-27,Marcus Whitfield,4
2015-06-27,McAdams Enterprises,4
2015-06-27,Mill Creek Residential Trust,4
2015-06-27,"Moumouris, Lampros",4
2015-06-27,"O'Hayer, Matthew",1
2015-06-27,Oxford Alliance Investments,4
2015-06-27,Pacifica Host Hotels,4
2015-06-27,Premier Parking Enforcement,4
2015-06-27,Prevarian Hospital Partners,4
2015-06-27,Radec Management,4
2015-06-27,Reagan National Advertising,6
2015-06-27,Recurrent Energy,4
2015-06-27,Riverside Resources,14
2015-06-27,Roberts Resorts,1
2015-06-27,Sandstone Ventures,4
2015-06-27,Sohil Momin,4
2015-06-27,South River City Citizens Associations,4
2015-06-27,Steve Greenberg,4
2015-06-27,Synagro-WWT,4
2015-06-27,Telvending,4
2015-06-27,Texas Capital Bank,4
2015-06-27,The NRP Group,10
2015-06-27,The Park at Travis Country COA,4
2015-06-27,Travis County Healthcare District,6
2015-06-27,Travis Hotel Group,4
2015-06-27,Trilogy Enterprises,4
2015-06-27,V and S Enterprises,4
2015-06-27,Versa Development,4
2015-06-27,Zilker Park Residences Partners,4
2015-07-02,Luxe Valet,2
2015-07-15,Austin Pets Alive,2
2015-07-15,BDB Ventures,2
2015-07-15,Barton Creek Capital,1
2015-07-15,Boys and Girls Club,2
2015-07-15,Brandywine Realty Trust,2
2015-07-15,Circular Energy,1
2015-07-15,Crown Castle,3
2015-07-15,ECC Commercial,2
2015-07-15,Eureka Holdings,8
2015-07-15,Forestar Real Estate Group,15
2015-07-15,Legend Communities,7
2015-07-15,Manchester Financial Group,10
2015-07-15,Oden Hughes,8
2015-07-15,Spire Realty,8
2015-07-15,Walters Southwest,7
2015-07-15,"Whitman, Requardt and Associates",1
2015-07-15,Wolfpack Group,3
2015-07-21,1530 Barton Springs,2
2015-07-21,16 Piggybank,5
2015-07-21,2428 Partners,2
2015-07-21,A and M Option 541,3
2015-07-21,Allied Sales Company,1
2015-07-21,Aspen Heights,7
2015-07-21,"Bolick, Roger",1
2015-07-21,Butler Family Interests,5
2015-07-21,"Bynum, Joseph and Jayme",1
2015-07-21,Coastal Rim Properties,1
2015-07-21,Diversified Real Estate Group,3
2015-07-21,Driveway Austin,1
2015-07-21,EZ,1
2015-07-21,Fiesta Restaruant Group,1
2015-07-21,Grayco Partners,5
2015-07-21,Hixon Properties,2
2015-07-21,Iron Rock Ranch Apts. Owner,1
2015-07-21,KEEP Real Estate,2
2015-07-21,Maund Automotive Group,1
2015-07-21,Mr. Irish Properties,1
2015-07-21,Oportun,1
2015-07-21,PK Jarvis,1
2015-07-21,"Pahala Ventures, LLC dba Austin Emergency Center",1
2015-07-21,RDE Assets,2
2015-07-21,RKS Texas Investments,3
2015-07-21,"Radtke, Lorin",2
2015-07-21,Rio Equity,1
2015-07-21,Robert Turner,3
2015-07-21,Seaman Development,1
2015-07-21,Ski Shores Properties,1
2015-07-21,South Austin Interests,1
2015-07-21,Speedy Cash,1
2015-07-21,Stoltz Management,1
2015-07-21,Terry Mathney,1
2015-07-21,Transwestern Commercial,7
2015-07-29,American Heart Association,10
2015-07-31,American Heart Association,11
2015-08-01,620/183,2
2015-08-01,AJHSCCM,2
2015-08-01,ARG Bull Creek,2
2015-08-01,AVG Partners,3
2015-08-01,American Heart Association,12
2015-08-01,Art at Bratton's Edge,3
2015-08-01,Canchola and Hyde Productions,2
2015-08-01,Castle Hill Management,3
2015-08-01,Century Land Holdings II,3
2015-08-01,Dessau Howard,2
2015-08-01,"Eads, Ralph, III",2
2015-08-01,Endeavor Real Estate Group,14
2015-08-01,Essex and Delancey,2
2015-08-01,FourT Realty,2
2015-08-01,HTK Development,3
2015-08-01,JFP Industrial Interests,2
2015-08-01,JP Morgan Chase Bank,2
2015-08-01,Johnson Four Corners,2
2015-08-01,LTBS 2222,2
2015-08-01,La V Restaurant,2
2015-08-01,"McGinnis, Michael J.",2
2015-08-01,Milestone Community Builders,4
2015-08-01,Neans Investments,2
2015-08-01,Pearson Place at Avery Ranch,2
2015-08-01,Pulte Homes of Texas,2
2015-08-01,Simmons Vedder Partners,3
2015-08-01,Suzanne Snyder,3
2015-08-01,TCAS Global Investments,2
2015-08-01,Texas Star Brands,2
2015-08-01,The Brohn Group,9
2015-08-01,The City School,3
2015-08-01,The Stratford Company,2
2015-08-01,Thomas Southwest,2
2015-08-01,Toria and Blake English,2
2015-08-01,Velocity Park I,2
2015-08-01,Vinson Radke Investments,2
2015-08-01,Waterloo Development,2
2015-08-01,ZFB,3
2015-08-05,AT&T,22
