Cluster ID,confidence_score,Start,End,Lobbyist,Client,Industry,ClientAddress,canonical_Client,canonical_ClientAddress,canonical_Lobbyist,canonical_Start,canonical_Industry,canonical_End
861,0.885297367206,2015-01-12,2016-01-12,John Donisi,Walters Southwest,Real Estate,"1100 Nueces Street
Austin, Texas 78701
(30.27450109700004, -97.74664004099998)",b'walters southwest',"b'1100 nueces street austin, texas 78701 (30.274517, -97.746632)'",b'john donisi',b'2014-01-09',b'real estate',b'2015-01-09'
948,0.907386004925,2015-01-12,2016-01-12,Katie Ogden,"Post Paggi, Inc.",Real Estate Developement,"8205 Santa Monica Boulevard #298
Los Angeles, California 90046
(34.09077780900003, -118.36779935199996)","b'post paggi, inc.'","b'8205 santa monica boulevard #298 los angeles, california 90046 (34.09077820100049, -118.36780018199971)'",b'katie king ogden',b'2014-01-09',b'real estate developement',b'2015-01-09'
668,0.903549041067,2015-01-12,2016-01-12,Katie Ogden,Republic Services of Austin,Real,"3424 FM 973
Austin, Texas 78617
(30.20026188500003, -97.64008047499999)",b'republic services of austin',"b'3424 fm 973 austin, texas 78617 (30.20026188500003, -97.64008047499999)'",b'stephen drenner',b'2015-01-12',b'real',b'2016-01-12'
86,0.924813258648,2015-01-12,2016-01-12,Katie Ogden,Senior Quality Lifestyles,Real Estate,"12720 Hillcrest, Ste 106
Dallas, Texas 75230
(32.922792697000034, -96.78393047799995)",b'senior quality lifestyles',"b'12720 hillcrest, ste 106 dallas, texas 75230 (32.922792697000034, -96.78393047799995)'",b'stephen drenner',b'2015-01-12',b'real estate',b'2016-01-12'
843,0.902970176935,2014-01-03,2015-01-03,Peter Cesaro,Coover & Coover,Property Owner,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78740
(27.796412856000074, -97.40355843499998)",b'coover & coover',"b'921 north chaparral, suite 102 corpus christi, texas 78740 (27.79641216300047, -97.40355953599965)'",b'nicholas miller',b'2014-01-03',b'property owner',b'2015-01-03'
842,0.927996986442,2014-01-03,2015-01-03,Peter Cesaro,"Coover, David M. Jr.",Property Owner,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78401
(27.80042413700005, -97.39402106399996)","b'coover, david m. jr.'","b'921 north chaparral, suite 102 corpus christi, texas 78401 (27.800424034000457, -97.39402104399966)'",b'wm. bray',b'2014-01-03',b'property owner',b'2015-01-03'
489,0.881889851888,2015-01-12,2016-01-12,Katie Ogden,Spire Realty,Real Estate,"2001 Bryan Street, Ste 1550
Dallas, Texas 75201
(32.78511345700008, -96.79622878099997)",b'spire realty',"b'2001 bryan street, ste 1550 dallas, texas 75201 (32.785047, -96.79613)'",b'katie ogden',b'2015-01-12',b'real estate',b'2016-01-12'
451,0.898387173812,2015-01-12,2016-01-12,Katie Ogden,Trinsic Residential Group,Real Estate,"3100 Monticello Avenue, Suite 900
Dallas, Texas 75205
(32.82711643400006, -96.78592046799997)",b'trinsic residential group',"b'3100 monticello avenue, suite 900 dallas, texas 75205 (32.82711624300049, -96.7859214879997)'",b'katie ogden',b'2014-05-04',b'real estate',b'2015-05-04'
844,0.882993989521,2014-01-03,2015-01-03,Peter Cesaro,Lica Pinkston,Property Owner,"P.O. Box 1277
Alice, Texas 78333
(27.75213427700004, -98.07324939999995)",b'lica pinkston',"b'p.o. box 1277 alice, texas 78333 (27.752153464000457, -98.0732798149997)'",b'wm. bray',b'2014-01-03',b'property owner',b'2015-01-03'
554,0.86278181076,2015-01-12,2016-01-12,Leah Bojo,American Campus Communities,Real Estate Developement,"12700 Hill Country Boulevard, Suite T-200
Austin, Texas
(30.30837703000003, -97.93878994699998)",b'american campus communities',"b'12700 hill country boulevard, suite t-200 austin, texas 78738 (30.30818, -97.938286)'",b'leah bojo',b'2015-10-15',b'real estate developement',b'2016-10-14'
752,0.923550766706,2015-01-12,2016-01-12,Leah Bojo,Amplify Federal Credit Union,Real Estate Development,"PO Box 85300
Austin, Texas 78758
(30.383591268000032, -97.70797782299996)",b'amplify federal credit union',"b'po box 85300 austin, texas 78708'",b'leah bojo',b'2015-10-15',b'real estate development',b'2016-10-14'
847,0.880158571821,2013-01-03,2014-01-03,Nicholas Miller,"Alliance Residential, LLC",Real Estate Development,"3108 North Lamar
Austin, Texas 78705
(30.300656742000058, -97.74601665599994)","b'alliance residential, llc'","b'3108 north lamar austin, texas 78705 (30.300716, -97.745938)'",b'nicholas miller',b'2013-01-03',b'real estate development',b'2014-01-03'
559,0.885677397251,2013-01-03,2014-01-03,Nicholas Miller,"Ardent Residential, LP",Property Owner/ Developer,"5350 Burnet Road, #216
Austin, Texas 78756
(30.327818329000024, -97.73979202999999)","b'ardent residential, lp'","b'5350 burnet road, #216 austin, texas 78756 (30.327783, -97.739755)'",b'nicholas miller',b'2013-01-03',b'property owner/ developer',b'2014-01-03'
898,0.886257231236,2013-01-03,2014-01-03,Nicholas Miller,"Austin Children's Museum, Inc.",Property Owner/Developer,"201 Colorado Street
Austin, Texas 78701
(30.264849585000036, -97.74543129699998)","b""austin children's museum, inc.""","b'201 colorado street austin, texas 78701 (30.264929, -97.745437)'",b'wm. bray',b'2013-01-03',b'property owner/developer',b'2014-01-03'
864,0.89716865619,2013-01-03,2014-01-03,Nicholas Miller,"Austin American-Statesman,  Attn:Mike Vivio",Property Owner,"P. O. Box 670
Austin, Texas 78767
(30.268192267000074, -97.74662664699997)","b'austin american-statesman, attn:mike vivio'","b'p. o. box 670 austin, texas 78767'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
74,0.925310758253,2013-01-03,2014-01-03,Nicholas Miller,Austin Chronicle Corporation,Property Owner,"P.O. Box 49066
Austin, Texas 78765
(30.29996294700004, -97.73391750599995)",b'austin chronicle corporation',"b'p.o. box 49066 austin, texas 78765'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
910,0.881835745441,2013-01-03,2014-01-03,Nicholas Miller,"Avellan, Elizabeth ",Property Owner,"4900 Old Manor Road
Austin, Texas 78723
(30.297943119000024, -97.69205875599994)","b'avellan, elizabeth'","b'4900 old manor road austin, texas 78723 (30.297901, -97.692076)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
890,0.880477991369,2013-01-03,2014-01-03,Nicholas Miller,"Ayers, Robert A.",Property Owner,"707 West 10th Street
Austin, Texas 78701
(30.273874256000056, -97.74899760899996)","b'ayers, robert a.'","b'707 west 10th street austin, texas 78701 (30.273894, -97.748921)'",b'r. haywood',b'2014-01-03',b'property owner',b'2015-01-03'
610,0.891538667182,2013-01-03,2014-01-03,Nicholas Miller,"Bread & Circus, LLC ",Property Owner,"1007 East 40th Street
Austin, Texas 78751
(30.29707545000008, -97.71960289999998)","b'bread & circus, llc'","b'1007 east 40th street austin, texas 78751 (30.297085, -97.719543)'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
438,0.889567911625,2013-01-03,2014-01-03,Nicholas Miller,"Kevin Hunter Camco Land, Ltd.",Property Owner,"1016 Mopac Circle, Suite 102
Austin, Texas 78746
(30.265820958000063, -97.78488196999996)","b'kevin hunter camco land, ltd'","b'1016 mopac circle, suite 102 austin, texas 78746 (30.2659, -97.784867)'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
954,0.873189436538,2013-01-03,2014-01-03,Nicholas Miller,"Champion, Josie, Juanita Meier and Mary Margaret Roberson",Property Owner,"6700 Lakewood Drive
Austin, Texas 78731
(30.36592083200003, -97.78742275099995)","b'champion, josie, juanita meier and mary margaret roberson'","b'6700 lakewood drive austin, texas 78731 (30.366382, -97.787057)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
681,0.88537084394,2013-01-03,2014-01-03,Nicholas Miller,"Christopher Commercial, Inc.",Property Owner,"12918 Shops Parkway, Suite 600
Bee Cave, Texas 78738
(30.30674655200005, -97.94488090899995)","b'christopher commercial, inc.'","b'12918 shops parkway, suite 600 bee cave, texas 78738 (30.308003, -97.945467)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
685,0.880416797267,2013-01-03,2014-01-03,Nicholas Miller,"Churchill Forge, Inc.",Property Owner/Manager,"7 Wells Avenue, Suite 14
Newton, Massachusetts 02459
(42.29440670900004, -71.20167135999998)","b'churchill forge, inc.'","b'7 wells avenue, suite 14 newton, massachusetts 02459 (42.296873, -71.204514)'",b'nicholas miller',b'2013-01-03',b'property owner/manager',b'2014-01-03'
843,0.902970176935,2013-01-03,2014-01-03,Nicholas Miller,Coover & Coover,Property Owner,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78740
(27.796412856000074, -97.40355843499998)",b'coover & coover',"b'921 north chaparral, suite 102 corpus christi, texas 78740 (27.79641216300047, -97.40355953599965)'",b'nicholas miller',b'2014-01-03',b'property owner',b'2015-01-03'
842,0.927996986442,2013-01-03,2014-01-03,Nicholas Miller,"Coover, David M. Jr.",Property Owner,"921 North Chaparral, Suite 102
Corpus Christi, Texas 78401
(27.80042413700005, -97.39402106399996)","b'coover, david m. jr.'","b'921 north chaparral, suite 102 corpus christi, texas 78401 (27.800424034000457, -97.39402104399966)'",b'wm. bray',b'2014-01-03',b'property owner',b'2015-01-03'
848,0.884510733187,2013-01-03,2014-01-03,Nicholas Miller,"Constructive Ventures, Inc.",Property Owner,"100 East Eighth Street
Austin, Texas 78702
(30.269917544000066, -97.74200065699995)","b'constructive ventures, inc.'","b'100 east eighth street austin, texas 78702 (30.269934, -97.742119)'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
132,0.8768796987,2013-01-03,2014-01-03,Nicholas Miller,"Cottonwood Holdings, Ltd. c/o Dwyer Realty Companies",Property Owner,"9900 Highway 290 East
Manor, Texas 78653
(30.337369444000046, -97.60079210499998)","b'cottonwood holdings, ltd. c/o dwyer realty companies'","b'9900 highway 290 east manor, texas 78653 (30.337576, -97.600497)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
915,0.892339646816,2013-01-03,2014-01-03,Nicholas Miller,"Charles S. Dildy &  Bertha Magdelan Steger Dildy, Trustees",Property Owner,"700 Westbrook Drive
Austin, Texas 78746
(30.28401664100005, -97.79630569199998)","b'charles s. dildy & bertha magdelan steger dildy, trustees'","b'700 westbrook drive austin, texas 78746 (30.284017178000454, -97.7963057509997)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
131,0.88251335662,2013-01-03,2014-01-03,Nicholas Miller,"Dwyer Realty Companies, Inc.",Land Development,"9900 Highway 290, East
Manor, Texas 78653
(30.337369444000046, -97.60079210499998)","b'dwyer realty companies, inc.'","b'9900 highway 290, east manor, texas 78653 (30.337576, -97.600497)'",b'wm. bray',b'2013-01-03',b'land development',b'2014-01-03'
916,0.881835745441,2013-01-03,2014-01-03,Nicholas Miller,"EYA Investments, LP",Property Owner,"4900 Old Manor Road
Austin, Texas 78723
(30.297943119000024, -97.69205875599994)","b'eya investments, lp'","b'4900 old manor road austin, texas 78723 (30.297901, -97.692076)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
918,0.876483976841,2013-01-03,2014-01-03,Nicholas Miller,"Falkin/Platnick Realty Group, Incorporated",Property Owner,"70 Jackson Drive
Cranford, New Jersey 07016
(40.64734545300007, -74.28148558599997)","b'falkin/platnick realty group, incorporated'","b'70 jackson drive cranford, new jersey 07016 (40.647808, -74.282866)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
56,0.922696636783,2013-01-03,2014-01-03,Nicholas Miller,Farm Credit Bank of Texas,Property Owner,"P. O. Box 15919
Austin, Texas 78751
(30.310360545000037, -97.72429766399995)",b'farm credit bank of texas',"b'p. o. box 15919 austin, texas 78751'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
560,0.884666059698,2013-01-03,2014-01-03,Nicholas Miller,"5453 Burnet Park Venture, LLC",Property Owner/Developer,"5350 Burnet Road, #216
Austin, Texas 78756
(30.327818329000024, -97.73979202999999)","b'5453 burnet park venture, llc'","b'5350 burnet road, #216 austin, texas 78756 (30.327783, -97.739755)'",b'wm. bray',b'2013-01-03',b'property owner/developer',b'2014-01-03'
637,0.886971784135,2013-01-03,2014-01-03,Nicholas Miller,"Film Society of Austin, Incorporated",Film Industry,"1901 East 51st Street
Austin, Texas 78723
(30.301463340000055, -97.69475394299997)","b'film society of austin, incorporated'","b'1901 east 51st street austin, texas 78723 (30.301509, -97.69472)'",b'wm. bray',b'2013-01-03',b'film industry',b'2014-01-03'
60,0.902352192402,2013-01-03,2014-01-03,Nicholas Miller,Finley Company,Property Owner,"P. O. Box 2086
Austin, Texas 78768
(30.268192267000074, -97.74662664699997)",b'finley company',"b'p. o. box 2086 austin, texas 78768'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
495,0.840994805098,2013-01-03,2014-01-03,Nicholas Miller,"Highland Management, Incorporated",Real Estate Development,"Southwest Tower Building, 211 East 7th Street, Suite 709
Austin, Texas 78701
(30.269912889000068, -97.74363728299994)","b'highland resources, incorporated'","b'southwest tower building, 211 east 7th street, suite 709 austin, texas 78701'",b'wm. bray',b'2013-01-03',b'real estate development',b'2014-01-03'
495,0.801956999593,2013-01-03,2014-01-03,Nicholas Miller,"HRI Development, Incorporated",Real Estate Development,"Southwest Tower Building, 211 East 7th Street, Suite 709
Austin, Texas 78701
(30.269912889000068, -97.74363728299994)","b'highland resources, incorporated'","b'southwest tower building, 211 east 7th street, suite 709 austin, texas 78701'",b'wm. bray',b'2013-01-03',b'real estate development',b'2014-01-03'
495,0.847857017343,2013-01-03,2014-01-03,Nicholas Miller,"Highland Resources, Incorporated",Real Estate Development,"Southwest Tower Building, 211 East 7th Street, Suite 709
Austin, Texas 78701
(30.269912889000068, -97.74363728299994)","b'highland resources, incorporated'","b'southwest tower building, 211 east 7th street, suite 709 austin, texas 78701'",b'wm. bray',b'2013-01-03',b'real estate development',b'2014-01-03'
834,0.862620455523,2013-01-03,2014-01-03,Nicholas Miller,"Hillin, Jr., Robert ",Property Owner,"4448F Eck Lane
Austin, Texas 78734
(30.407806898000047, -97.93428029899997)","b'hillin, jr., robert'","b'4448f eck lane austin, texas 78734 (30.407769, -97.934131)'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
922,0.713433282716,2013-01-03,2014-01-03,Nicholas Miller,"INTCO Properties, LP",Property Owner,"14855 Blanco Road, Suite 305
San Antonio, Texas 78216
(29.577619492000053, -98.51376935499997)","b'intco development of texas, incorporated'","b'14855 blanco road, suite 305 san antonio, texas 78216 (29.578738, -98.514251)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
922,0.796848241772,2013-01-03,2014-01-03,Nicholas Miller,"INTCO Development of Texas, Incorporated",Property Owner,"14855 Blanco Road, Suite 305
San Antonio, Texas 78216
(29.577619492000053, -98.51376935499997)","b'intco development of texas, incorporated'","b'14855 blanco road, suite 305 san antonio, texas 78216 (29.578738, -98.514251)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
866,0.881495103754,2013-01-03,2014-01-03,Nicholas Miller,"International Bank of Commerce, Laredo, Texas",Property Owner,"816 Congress Avenue
Austin, Texas 78701
(30.270450827000047, -97.74195025399996)","b'international bank of commerce, laredo, texas'","b'816 congress avenue austin, texas 78701 (30.270483, -97.741914)'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
923,0.879961748918,2013-01-03,2014-01-03,Nicholas Miller,Jack Brown Companies,Property Owner,"1316 West 5th Street
Austin, Texas 78703
(30.27266666500003, -97.76056997599994)",b'jack brown companies',"b'1316 west 5th street austin, texas 78703 (30.272635, -97.760641)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
857,0.882415699107,2013-01-03,2014-01-03,Nicholas Miller,Jack Brown Family III Limited Partnership,Property Owner/Developer,"3415 Northland Drive
Austin, Texas 78731
(30.337975693000033, -97.75811561499995)",b'jack brown family iii limited partnership',"b'3415 northland drive austin, texas 78731 (30.33797, -97.758037)'",b'wm. bray',b'2013-01-03',b'property owner/developer',b'2014-01-03'
984,0.942312,2013-01-03,2014-01-03,Nicholas Miller,KB Home,Real Estate Development,"1911 Burnet Road
Austin, Texas 78758
(30.39714327200005, -97.71979389099994)",b'kb home',"b'1911 burnet road austin, texas 78758 (30.39714327200005, -97.71979389099994)'",b'wm. bray',b'2013-01-03',b'real estate development',b'2014-01-03'
838,0.904095329344,2013-01-03,2014-01-03,Nicholas Miller,Kitchell Development Company,Real Estate Development,"703 Palomar Airport Road, Suite 320
Carlsbad, California 92011
(33.122121435000054, -117.32430929899999)",b'kitchell development company',"b'703 palomar airport road, suite 320 carlsbad, california 92011 (33.122106, -117.324034)'",b'wm. bray',b'2013-01-03',b'real estate development',b'2014-01-03'
924,0.875328997771,2013-01-03,2014-01-03,Nicholas Miller,"Knight, Robert - Knight Real Estate",Property Owner,"207 East 2nd Street
Austin, Texas 78701
(30.263653516000034, -97.74201823799996)","b'knight, robert - knight real estate'","b'207 east 2nd street austin, texas 78701 (30.263702, -97.742003)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
925,0.88512253099,2013-01-03,2014-01-03,Nicholas Miller,"KXAN, Inc.",Property Owner,"908 West Martin Luther King
Austin, Texas 78701
(30.283366754000042, -97.74762293699996)","b'kxan, inc.'","b'908 west martin luther king austin, texas 78701 (30.283238, -97.747275)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
59,0.90413882335,2013-01-03,2014-01-03,Nicholas Miller,"Lack & Hurley, Incorporated",Property Owner,"P. O. Box 2086
Austin, Texas 78768
(30.268192267000074, -97.74662664699997)","b'lack & hurley, incorporated'","b'p. o. box 2086 austin, texas 78768'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
840,0.893717419017,2013-01-03,2014-01-03,Nicholas Miller,"Lampting, Incorporated",Property Owner,"4131 Spicewood Springs Road, Building C-5
Austin, Texas 78759
(30.369988387000035, -97.75513927099996)","b'lampting, incorporated'","b'4131 spicewood springs road, building c-5 austin, texas 78759 (30.37055, -97.755412)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
856,0.893531438377,2013-01-03,2014-01-03,Nicholas Miller,"Logan, Ellen Anderson",Property Owner,"3929 Villanova St.
Dallas, Texas 75225
(32.86432361300007, -96.80043000099994)","b'logan, ellen anderson'","b'3929 villanova st. dallas, texas 75225 (32.864358, -96.800436)'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
300,0.890869956949,2013-01-03,2014-01-03,Nicholas Miller,"Lorenz, Perry",Property Owner,"1311-A East 6th Street
Austin, Texas 78702
(30.263963459000024, -97.72929547199999)","b'lorenz, perry'","b'1311-a east 6th street austin, texas 78702 (30.264023, -97.729402)'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
789,0.884660343329,2013-01-03,2014-01-03,Nicholas Miller,"MSW-NSG Real Estate Ventures, Ltd.",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303875065000057, -97.73701272599999)","b'msw-nsg real estate ventures, ltd.'","b'517 west 39th street austin, texas 78751 (30.303873, -97.736929)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
787,0.900933086872,2013-01-03,2014-01-03,Nicholas Miller,Margaret Scarbrough Wilson,Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303875065000057, -97.73701272599999)",b'margaret scarbrough wilson',"b'517 west 39th street austin, texas 78751 (30.303874990000452, -97.73701302399968)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
790,0.745861779241,2013-01-03,2014-01-03,Nicholas Miller,"Scarbrough Ventures, L.L.C.",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303875065000057, -97.73701272599999)","b'scarbrough ventures, l.l.c.'","b'517 west 39th street austin, texas 78751 (30.303873, -97.736929)'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
788,0.878831940038,2013-01-03,2014-01-03,Nicholas Miller,"Floresta Properties #1, LLC",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303875065000057, -97.73701272599999)","b'floresta properties #1, llc'","b'517 west 39th street austin, texas 78751 (30.303873, -97.736929)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
788,0.878831940038,2013-01-03,2014-01-03,Nicholas Miller,"Floresta Properties #2, LLC",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303875065000057, -97.73701272599999)","b'floresta properties #1, llc'","b'517 west 39th street austin, texas 78751 (30.303873, -97.736929)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
788,0.878831940038,2013-01-03,2014-01-03,Nicholas Miller,"Floresta Properties #3, LLC",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303875065000057, -97.73701272599999)","b'floresta properties #1, llc'","b'517 west 39th street austin, texas 78751 (30.303873, -97.736929)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
788,0.878831940038,2013-01-03,2014-01-03,Nicholas Miller,"Floresta Properties #4, LLC",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303875065000057, -97.73701272599999)","b'floresta properties #1, llc'","b'517 west 39th street austin, texas 78751 (30.303873, -97.736929)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
788,0.878831940038,2013-01-03,2014-01-03,Nicholas Miller,"Floresta Properties #5, LLC",Property Owner,"517 West 39th Street
Austin, Texas 78751
(30.303875065000057, -97.73701272599999)","b'floresta properties #1, llc'","b'517 west 39th street austin, texas 78751 (30.303873, -97.736929)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
572,0.875727591515,2013-01-03,2014-01-03,Nicholas Miller,"Met Center NYCTEX, Ltd.",Property Owner,"611 West 15th Street
Austin, Texas 78701
(30.27870346900005, -97.74603854999998)","b'met center nyctex phase ii, ltd.'","b'611 west 15th street austin, texas 78701 (30.278703917000485, -97.74603822499967)'",b'michael whellan',b'2014-01-03',b'property owner',b'2015-01-03'
572,0.880788969994,2013-01-03,2014-01-03,Nicholas Miller,"Met Center NYCTEX PHASE II, Ltd.",Property Owner,"611 West 15th Street
Austin, Texas 78701
(30.27870346900005, -97.74603854999998)","b'met center nyctex phase ii, ltd.'","b'611 west 15th street austin, texas 78701 (30.278703917000485, -97.74603822499967)'",b'michael whellan',b'2014-01-03',b'property owner',b'2015-01-03'
928,0.916476110617,2013-01-03,2014-01-03,Nicholas Miller,"Moritz,Jim/Moritz Properties Incorporated",Property Owner,"3305 Northland Drive, Suite 201
Austin, Texas 78731
(30.336996527000053, -97.75658015999994)","b'moritz,jim/moritz properties incorporated'","b'3305 northland drive, suite 201 austin, texas 78731 (30.33699594300049, -97.75658015999966)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
929,0.900869309902,2013-01-03,2014-01-03,Nicholas Miller,The Muskin Company,Property Owner,"4601 Spicewood Springs Road, Building 4, Suite 100
Austin, Texas 78759
(30.375005422000072, -97.76020354999997)",b'the muskin company',"b'4601 spicewood springs road, building 4, suite 100 austin, texas 78759 (30.37499, -97.760187)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
872,0.895207001103,2013-01-03,2014-01-03,Nicholas Miller,"Munson Park, Ltd.",Property Owner/Developer,"100 Congress Avenue, Suite 1540
Austin, Texas 78701
(30.26396002300004, -97.74435045699994)","b'munson park, ltd.'","b'100 congress avenue, suite 1540 austin, texas 78701 (30.263622, -97.744452)'",b'nicholas miller',b'2013-01-03',b'property owner/developer',b'2014-01-03'
844,0.882993989521,2013-01-03,2014-01-03,Nicholas Miller,Lica Pinkston,Property Owner,"P.O. Box 1277
Alice, Texas 78333
(27.75213427700004, -98.07324939999995)",b'lica pinkston',"b'p.o. box 1277 alice, texas 78333 (27.752153464000457, -98.0732798149997)'",b'wm. bray',b'2014-01-03',b'property owner',b'2015-01-03'
735,0.892276479138,2013-01-03,2014-01-03,Nicholas Miller,Presidio Pictures,Film Industry,"2800 Waymaker Way, Suite 37
Austin, Texas 78746
(30.325905541000054, -97.80955693199996)",b'presidio pictures',"b'2800 waymaker way, suite 37 austin, texas 78746 (30.325917, -97.809518)'",b'nicholas miller',b'2013-01-03',b'film industry',b'2014-01-03'
156,0.792532467073,2013-01-03,2014-01-03,Nicholas Miller,Riverside Resources Corporation,Real Estate,"100 Congress Avenue, Suite1540
Austin, Texas 78701
(30.26396002300004, -97.74435045699994)",b'riverside resources',"b'100 congress avenue, suite 780 austin, texas 78701 (30.263622, -97.744452)'",b'wm. bray',b'2013-01-03',b'property owner/developer',b'2014-01-03'
156,0.869405120611,2013-01-03,2014-01-03,Nicholas Miller,Riverside Resources,Property Owner/Developer,"100 Congress Avenue, Suite 780
Austin, Texas 78701
(30.26396002300004, -97.74435045699994)",b'riverside resources',"b'100 congress avenue, suite 780 austin, texas 78701 (30.263622, -97.744452)'",b'wm. bray',b'2013-01-03',b'property owner/developer',b'2014-01-03'
85,0.922026640839,2013-01-03,2014-01-03,Nicholas Miller,"Robbins, Freddie H.",Property Owner,"P.O. Box 2014
Taos, New Mexico 87571
(36.39548860800005, -105.57154705199997)","b'robbins, freddie h.'","b'p.o. box 2014 taos, new mexico 87571'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
458,0.67248789221,2013-01-03,2014-01-03,Nicholas Miller,"Robbins, Stewart ",Real Property Owner,"725 Chestnut
Waban, Massachusetts 02648
(41.666336570000055, -70.41564698099995)","b'robbins, stuart b.'","b'725 chestnut waban, massachusetts 02468 (42.325034, -71.226478)'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
835,0.885615530113,2013-01-03,2014-01-03,Nicholas Miller,"Rodriguez, Robert A.",Property Owner,"4900 Old Manor Road
Austin, Texas 78723
(30.297943119000024, -97.69205875599994)","b'rodriguez, robert a.'","b'4900 old manor road austin, texas 78723 (30.297901, -97.692076)'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
962,0.817514484127,2013-01-03,2014-01-03,Nicholas Miller,St. David's Community Health Foundation Initiatives,Healthcare Provider,"811 Barton Springs Road, Ste 600
Austin, Texas 78704
(30.259463820000065, -97.75331981799997)","b""st. david's community health foundation initiatives""","b'811 barton springs road, ste 600 austin, texas 78704 (30.259293, -97.752703)'",b'nicholas miller',b'2013-01-03',b'healthcare provider',b'2014-01-03'
106,0.872586820807,2013-01-03,2014-01-03,Nicholas Miller,"Saint Edward's University, Inc.",Real Property Owner,"3001 South Congress
Austin, Texas 78704
(30.232324126000037, -97.75854541599995)","b""saint edward's university, inc.""","b'3001 south congress austin, texas 78704 (30.231903, -97.758818)'",b'wm. bray',b'2013-01-03',b'real property owner',b'2014-01-03'
841,0.893882036209,2013-01-03,2014-01-03,Nicholas Miller,"South IH-35 Investors, LP",Property Owner,"4131 Spicewood Springs Road, Bldg. C-5
Austin, Texas 78759
(30.369988387000035, -97.75513927099996)","b'south ih-35 investors, lp'","b'4131 spicewood springs road, bldg. c-5 austin, texas 78759 (30.37055, -97.755412)'",b'wm. bray',b'2013-01-03',b'property owner',b'2014-01-03'
873,0.895207001103,2013-01-03,2014-01-03,Nicholas Miller,"Southwest Parkway Partners, Ltd., c/o Kent Smith",Property Owner,"100 Congress Avenue, Suite 1110
Austin, Texas 78701
(30.26396002300004, -97.74435045699994)","b'southwest parkway partners, ltd., c/o kent smith'","b'100 congress avenue, suite 1110 austin, texas 78701 (30.263622, -97.744452)'",b'nicholas miller',b'2013-01-03',b'property owner',b'2014-01-03'
